path,input_tokens,output_tokens,duration,error
executive-order-10023-amendment-executive-order-9984-july-31-1948-prescribing-regulations.json,1442,141,1.6350278854370117,
executive-order-10026-korea.json,935,52,0.8666362762451172,
executive-order-10025-designating-public-international-organizations-entitled-enjoy.json,1254,97,1.3784804344177246,
executive-order-10026-adopting-the-manual-for-courts-martial-us-army-1949-for-use-the.json,3269,116,1.4208343029022217,
executive-order-10027-extension-trust-periods-indian-lands-expiring-during-the-calendar.json,1193,90,1.2807414531707764,
executive-order-10028-defining-noncombatant-service-and-noncombatant-training.json,1148,126,1.309898853302002,
executive-order-10029-creating-emergency-board-investigate-dispute-between-the-northwest.json,1224,96,1.286306381225586,
executive-order-10031-separation-officers-the-public-health-service-grounds-disloyalty.json,1338,79,1.0615973472595215,
executive-order-10030-administration-and-supervision-the-district-columbia-national-guard.json,1193,115,1.217311143875122,
executive-order-10034-further-exemption-john-monroe-johnson-from-compulsory-retirement-for.json,1168,88,1.2496185302734375,
executive-order-10032-creating-emergency-board-investigate-dispute-between-the-akron.json,1932,128,1.6872673034667969,
executive-order-10033-regulations-governing-the-providing-statistical-information.json,1790,110,1.6500961780548096,
executive-order-10035-designating-the-honorable-luis-negron-fernandez-acting-judge-the.json,1131,120,1.268833875656128,
executive-order-10036-restoration-lands-location-and-entry-under-the-mining-laws-the.json,1190,104,1.4870920181274414,
executive-order-10037-creating-emergency-board-investigate-dispute-between-the-denver-rio.json,1234,85,1.183680772781372,
executive-order-10038-creating-emergency-board-investigate-dispute-between-the-carriers.json,1252,85,1.2490744590759277,
executive-order-10039-authorizing-the-civil-service-commission-confer-competitive-status.json,1164,122,1.4254484176635742,
executive-order-10041-restoring-certain-lands-the-united-states-naval-reservation-hanapepe.json,1480,100,1.1886212825775146,
executive-order-10042-making-certain-changes-the-customs-field-organization.json,1458,101,1.2071528434753418,
executive-order-10040-amendment-executive-order-no-9999-suspending-certain-statutory.json,1255,121,1.374837875366211,
executive-order-10043-changing-the-name-the-presidents-committee-religious-and-moral.json,1057,73,1.1373660564422607,
executive-order-10047-restoring-portion-honolulu-harbor-the-jurisdicton-the-territory.json,1803,97,1.1767804622650146,
executive-order-10046-transferring-certain-lands-from-the-department-agriculture-the.json,12235,121,1.4126293659210205,
executive-order-10045-creating-emergency-board-investigate-dispute-between-the-wabash.json,1248,111,1.6081340312957764,
executive-order-10044-amendment-executive-order-no-9-january-17-1873-relating-the-holding.json,1157,128,1.7590973377227783,
executive-order-10049-delegating-the-authority-the-president-prescribe-clothing-allowances.json,1254,90,1.1562743186950684,
executive-order-10050-creating-emergency-board-investigate-dispute-between-the-railway.json,1233,117,1.3464844226837158,
executive-order-10051-creating-emergency-board-investigate-dispute-between-the-aliquippa.json,1235,123,1.3985095024108887,
executive-order-10048-creating-emergency-board-investigate-dispute-between-the-southern.json,1232,184,1.8478457927703857,
executive-order-10054-modifying-executive-order-no-9721-providing-for-the-transfer.json,1170,94,1.226973533630371,
executive-order-10052-enlarging-naval-petroleum-reserve-no-1-revoking-part-public-land.json,1319,107,1.3621151447296143,
executive-order-10055-amendment-executive-order-no-9-january-17-1873-relating-the-holding.json,1344,111,1.3067500591278076,
executive-order-10056-creating-emergency-board-investigate-dispute-between-the-union.json,1232,86,1.241621971130371,
executive-order-10053-regulations-governing-the-transportation-household-goods-members-the.json,18960,107,1.8465375900268555,
executive-order-10058-restoring-certain-lands-keaukaha-waiakea-south-hilo-hawaii-the.json,1544,104,1.192688226699829,
executive-order-10057-transferring-the-american-battle-monuments-commission-functions.json,1565,121,1.420670986175537,
executive-order-10059-amendment-executive-order-no-9195-july-7-1942-amended-prescribing.json,1639,86,1.54188871383667,
executive-order-10060-restoring-certain-land-comprising-the-keaahala-military-reservation.json,1255,94,1.3631086349487305,
executive-order-10061-amendment-executive-order-no-9871-amended-prescribing-regulations.json,1551,104,1.4329357147216797,
executive-order-10063-defining-certain-functions-the-united-states-high-commissioner-for.json,1160,108,1.2773988246917725,
executive-order-10064-further-extension-executive-order-no-9898-october-14-1947-amended.json,1403,96,1.1526751518249512,
executive-order-10062-establishing-the-position-united-states-high-commissioner-for.json,1410,130,1.4674203395843506,
executive-order-10065-termination-the-office-defense-transportation.json,1389,90,1.1247332096099854,
executive-order-10066-including-certain-lands-the-cherokee-national-forest.json,1411,94,1.1906867027282715,
executive-order-10067-creating-emergency-board-investigate-dispute-between-the-missouri.json,1249,115,1.241318702697754,
executive-order-10068-revoking-order-no-2458-or-september-20-1916-establishing-inter.json,1016,84,1.154655933380127,
executive-order-10070-amending-executive-order-no-9975-july-7-1948-prescribing-regulations.json,1244,83,1.135741949081421,
executive-order-10069-amendment-executive-order-no-9805-prescribing-regulaitons-governing.json,1526,82,1.333179235458374,
executive-order-10072-provide-for-continuing-action-improve-the-management-the-executive.json,1420,103,1.1554114818572998,
executive-order-10071-creating-emergency-board-investigate-dispute-between-the-southern.json,1227,95,1.196075677871704,
executive-order-10073-exemption-eugene-black-from-compulsory-retirement-for-age.json,1131,95,1.1458351612091064,
executive-order-10074-transfer-the-district-land-office-carson-city-nevada-reno-nevada.json,1090,77,1.1459050178527832,
executive-order-10075-eliminating-certain-public-lands-from-naval-petroleum-reserve-no-2.json,1522,81,1.178025245666504,
executive-order-10077-transfer-the-administration-the-island-guam-from-the-secretary-the.json,1433,117,1.325545072555542,
executive-order-10078-creating-emergency-board-investigate-dispute-between-the-monongahela.json,1252,85,1.3275814056396484,
executive-order-10076-inspection-income-excess-profits-and-declared-value-excess-profits.json,1143,116,1.5872535705566406,
executive-order-10081-designation-certain-officers-act-postmaster-general.json,1128,99,1.333277702331543,
executive-order-10079-transferring-certain-property-the-virgin-islands-the-permanent.json,1283,124,1.4365181922912598,
executive-order-10080-enabling-certain-employees-the-federal-government-acquire.json,1327,125,1.4945085048675537,
executive-order-10082-prescribing-procedures-for-the-administration-the-reciprocal-trade.json,3303,130,1.4303758144378662,
executive-order-10083-revocation-executive-orders-nos-9698-9751-and-9823-so-far-they.json,1185,102,1.2364559173583984,
executive-order-10084-prescribing-regulations-for-the-administration-certain-provisions.json,1130,143,1.4777534008026123,
executive-order-10089-suspending-certain-statutory-provisions-relating-employment-the.json,1152,84,1.159404993057251,
executive-order-10088-making-certain-changes-the-customs-field-organization.json,1193,108,1.2427763938903809,
executive-order-10087-amendment-executive-order-no-10057-may-14-1949-transferring-the.json,1576,142,1.3523812294006348,
executive-order-10086-designating-the-south-pacific-commission-public-international.json,1123,108,1.5281109809875488,
executive-order-10090-inspection-income-tax-returns-federal-trade-commission.json,1202,78,1.187129020690918,
executive-order-10085-amendment-executive-order-no-10011-authorizing-the-secretary-state.json,1242,125,1.7188260555267334,
executive-order-10091-extension-trust-periods-indian-lands-expiring-during-the-calendar.json,1176,134,1.4090635776519775,
executive-order-10094-further-exemption-clyde-b-aitchison-from-compulsory-retirement-for.json,1210,96,1.1690568923950195,
executive-order-10097-designating-the-honorable-cecil-snyder-acting-judge-the-united.json,1147,97,1.103912115097046,
executive-order-10093-revocation-executive-order-no-9512-january-16-1945-providing-for.json,1017,110,1.2495152950286865,
executive-order-10095-establishment-the-presidents-water-resources-policy-commission.json,1563,106,1.2479808330535889,
executive-order-10092-establishing-airspace-reservation-over-certain-areas-the-superior.json,4176,118,1.4395015239715576,
executive-order-10096-providing-for-uniform-patent-policy-for-the-government-with-respect.json,3054,126,1.4175958633422852,
executive-order-10098-amendment-executive-order-no-10084-october-12-1949-prescribing.json,1103,96,1.2759101390838623,
executive-order-10099-providing-for-the-administration-the-mutual-defense-assistance-act.json,1500,105,1.411998987197876,
executive-order-101.json,1084,109,1.2501046657562256,
executive-order-10105-creating-emergency-board-investigate-dispute-between-the-denver-and.json,1227,77,1.061375379562378,
executive-order-10103-amendment-executive-order-no-9721-may-10-1946-providing-for-the.json,1480,85,1.217878818511963,
executive-order-10101-amendment-executive-order-no-9746-july-1-1946-relating-the-panama.json,1386,155,1.5585448741912842,
executive-order-10104-defining-certain-vital-military-and-naval-installations-and.json,2032,112,1.2772316932678223,
executive-order-10102-transfer-certain-business-operations-facilities-and-appurtenances.json,2143,164,1.5876269340515137,
executive-order-10100-regulations-relating-the-granting-certain-allowances-the-director.json,1236,163,1.690969705581665,
executive-order-10107-revocation-executive-order-no-8232-september-5-1939-relating-the.json,1040,104,1.1777875423431396,
executive-order-10111-establishing-seal-for-the-central-intelligence-agency.json,1252,80,1.0200104713439941,
executive-order-10106-creating-board-inquiry-report-labor-dispute-affecting-the-bituminous.json,1231,119,1.7344818115234375,
executive-order-10109-creating-emergency-board-investigate-disputes-between-the-texas.json,1294,101,1.3145971298217773,
executive-order-10108-designating-the-united-states-mission-the-united-nations-and.json,1519,116,1.3320014476776123,
executive-order-10110-presidents-communications-policy-board.json,1507,125,1.297790288925171,
executive-order-10112-creating-emergency-board-investigate-dispute-betweent-the-carriers.json,1263,111,1.2708683013916016,
executive-order-10113-delegating-the-authority-the-president-prescribe-clothing-allowances.json,1441,96,1.3444113731384277,
executive-order-10115-restoring-certain-land-reserved-for-military-purposes-the.json,1775,79,1.055497646331787,
executive-order-10114-creating-emergency-board-investigate-dispute-between-the-terminal.json,1236,91,1.3188502788543701,
executive-order-10117-creating-emergency-board-investigate-dispute-between-the-carriers.json,1226,86,1.104628324508667,
executive-order-10120-creating-emergency-board-investigate-dispute-between-the-carriers.json,1257,85,1.1052746772766113,
executive-order-10116-amending-portions-the-selective-service-regulations-and-paragraph-2.json,4842,126,1.4184865951538086,
executive-order-10118-further-amendment-executive-order-no-10084-october-12-1949.json,1213,135,1.5070104598999023,
executive-order-10121-transferring-the-territory-hawaii-title-certain-public-land-needed.json,5255,98,1.4704453945159912,
executive-order-10119-regulations-governing-the-payment-basic-allowances-for-subsistence.json,1847,163,1.7323145866394043,
executive-order-10123-revocation-executive-order-no-9635-september-29-1945-and-no-9904.json,1142,105,1.2141706943511963,
executive-order-10122-regulations-governing-payment-disability-retirement-pay.json,2195,130,1.4331896305084229,
executive-order-10125-creating-emergency-board-investigate-dispute-between-the-chicago.json,1227,91,1.1284358501434326,
executive-order-10126-establishing-airspace-reservation-over-portions-the-district.json,1532,99,1.1708571910858154,
executive-order-10127-establishing-airspace-reservations-over-certain-facilities-the.json,1720,96,1.2156593799591064,
executive-order-10124-regulations-governing-the-election-certain-members-and-former.json,1579,181,1.79264497756958,
executive-order-10128-amendment-executive-order-no-6868-october-9-1934-amended-designating.json,1145,100,1.1828148365020752,
executive-order-10130-creating-emergency-board-investigate-dispute-between-the-boston.json,1235,78,1.0533452033996582,
executive-order-10129-establishing-the-presidents-commission-migratory-labor.json,1634,122,1.4349842071533203,
executive-order-10132-inspection-income-excess-profits-declared-value-excess-profits.json,1189,91,1.1511523723602295,
executive-order-10133-designating-the-organization-for-european-economic-cooperation.json,1073,94,1.1377630233764648,
executive-order-10131-providing-for-the-investigation-and-report-displaced-pesons-and.json,1263,113,1.5149116516113281,
executive-order-10134-further-extension-the-existence-the-quetico-superior-committee.json,1116,107,1.3107409477233887,
executive-order-10135-further-extension-executive-order-no-9898-october-14-1947-amended.json,1427,124,1.3660385608673096,
executive-order-10137-amending-executive-order-no-10077-september-7-1949-entitled-transfer.json,1103,71,1.03855299949646,
executive-order-10138-creating-emergency-board-investigate-dispute-between-the-toledo.json,1240,80,1.0847523212432861,
executive-order-10136-further-amendment-executive-order-no-10084-october-12-1949.json,1248,157,1.5162203311920166,
executive-order-10139-creating-emergency-board-investigate-dispute-between-the-toledo.json,1238,77,1.0636382102966309,
executive-order-10140-creating-emergency-board-investigate-dispute-between-the-pullman.json,1214,92,1.11171293258667,
executive-order-10144-amendment-executive-order-no-10062-june-6-1949-establishing-the.json,1226,98,1.136871337890625,
executive-order-10141-possession-control-and-operation-the-transportation-system-the.json,2181,161,1.58782958984375,
executive-order-10145-extension-enlistements-the-armed-forces-the-united-states.json,1156,96,1.1306986808776855,
executive-order-10142-creating-emergency-board-investigate-dispute-between-the-braniff.json,1236,127,1.4954519271850586,
executive-order-10143-authorizing-the-appointment-mrs-ruth-edna-mcc-somers-position-the.json,1069,93,1.3019945621490479,
executive-order-10146-exemption-william-j-pattersn-from-compulsory-retirement-for-age.json,1163,104,1.1938269138336182,
executive-order-10147-creating-emergency-board-investigate-dispute-between-the-new-york.json,1257,87,1.1627929210662842,
executive-order-10148-designation-certain-officers-the-department-commerce-act-secretary.json,1211,119,1.2508111000061035,
executive-order-10149-suspending-the-limitations-upon-punishments-for-violations-articles.json,1223,109,1.1652793884277344,
executive-order-10151-exemption-william-d-hassett-from-compulsory-retirement-for-age.json,1127,112,1.2200474739074707,
executive-order-10150-creating-emergency-board-investigate-disputes-between-the-atlantic.json,1653,97,1.30141019821167,
executive-order-10153-regulations-relating-certain-travel-time-members-the-uniformed.json,1382,104,1.2115068435668945,
executive-order-10152-regulations-relating-the-right-members-the-uniformed-services.json,3335,111,1.3887486457824707,
executive-order-10154-designation-certain-officers-the-post-office-department-act.json,1117,106,1.3809590339660645,
executive-order-10156-designation-certain-officers-the-department-the-interior-act.json,1246,111,1.43214750289917,
executive-order-10155-possession-control-and-operation-certain-railroads.json,6066,164,1.7324175834655762,
executive-order-10157-enabling-certain-employees-the-federal-government-acquire.json,1428,78,1.0442888736724854,
executive-order-10159-providing-for-the-administration-the-act-for-international.json,1326,114,1.3219704627990723,
executive-order-10160-providing-for-the-preservation-records-for-certain-purposes-the.json,1510,114,1.313370704650879,
executive-order-10158-further-amendment-executive-order-no-10084-october-12-1949.json,1198,121,1.3593189716339111,
executive-order-10162-authorizing-the-appointment-frederick-c-kilguss-the-position-deputy.json,1048,146,1.5418689250946045,
executive-order-10163-the-armed-forces-reserve-medal.json,1572,100,1.2144746780395508,
executive-order-10161-delegating-certain-functions-the-president-under-the-defense.json,6033,156,1.7927987575531006,
executive-order-10164-extension-enlistments-the-united-states-coast-guard.json,1186,113,1.3306894302368164,
executive-order-10165-creating-emergency-board-investigate-dispute-between-the-railway.json,1253,130,1.4696910381317139,
executive-order-10168-regulations-relating-the-right-enlisted-members-the-uniformed.json,2029,75,1.2125704288482666,
executive-order-10166-establishing-the-national-advisory-committee-the-selection-doctors.json,1495,115,1.4368836879730225,
executive-order-10167-prescribing-or-amending-portions-the-selective-service-regulations.json,7133,173,1.6862938404083252,
executive-order-10169-establishing-the-national-advisory-committee-mobilization-policy.json,1203,126,1.2428314685821533,
executive-order-10170-amendment-executive-order-no-10082-october-5-1949-prescribing.json,1250,96,1.2192022800445557,
executive-order-10172-designating-the-certifying-authority-with-respect-the-amortization.json,1163,84,1.0962591171264648,
executive-order-10171-transferring-occupation-functions-austria-the-department-state.json,1482,146,1.4662222862243652,
executive-order-10174-further-amendment-executive-order-no-10084-october-12-1949.json,1212,113,1.2526748180389404,
executive-order-10173-regulations-relating-the-safeguarding-vessels-harbors-ports-and.json,3673,129,1.5281758308410645,
executive-order-10175-amending-executive-order-no-7908-june-9-1938-and-executive-order-no.json,1525,121,1.3065593242645264,
executive-order-10177-amendment-section-1-executive-order-no-9778-september-10-1946.json,1362,115,1.299882411956787,
executive-order-10176-suspending-certain-statutory-provisions-relating-employment-the.json,1131,115,1.3659660816192627,
executive-order-10179-establishing-the-korean-service-medal.json,1195,140,1.368912935256958,
executive-order-10180-establishing-special-personnel-procedures-the-interest-the-national.json,1770,102,1.2310352325439453,
executive-order-10181-delegating-the-director-the-bureau-the-budget-the-function.json,1056,99,1.1197552680969238,
executive-order-10178-reserving-certain-real-and-personal-property-guam-for-the-use-the.json,2274,139,1.8332626819610596,
executive-order-10183-making-certain-changes-internal-revenue-collection-districts-the.json,1206,104,1.101560354232788,
executive-order-10184-transferring-certain-land-comprising-portion-the-arecibo-coast-guard.json,1383,83,1.2631535530090332,
executive-order-10182-providing-for-the-appointment-certain-persons-under-the-defense.json,2429,136,1.8598012924194336,
executive-order-10185-amendment-executive-order-no-10166-october-4-1950.json,1235,112,1.467179298400879,
executive-order-10186-establishing-the-federal-civil-defense-administration-the-office-for.json,2139,143,1.3836233615875244,
executive-order-10188-designating-the-honorable-luis-negron-fernandez-acting-judge-the.json,1147,94,1.0955555438995361,
executive-order-10187-amendment-executive-order-no-10011-october-22-1948-amended.json,1283,134,1.421416997909546,
executive-order-10190-prescribing-regulations-relating-new-trials-courts-martial-and-other.json,2420,101,1.2540161609649658,
executive-order-10189-amendment-executive-order-no-4601-march-1-1927-prescribing.json,1591,127,1.5121455192565918,
executive-order-10191-extension-trust-periods-indian-lands-expiring-during-the-calendar.json,1176,107,1.2632794380187988,
executive-order-10192-amendment-executive-order-no-10129-june-3-1950-entitled-estblishing.json,1037,109,1.2350101470947266,
executive-order-10193-providing-for-the-conduct-the-mobilization-effort-the-government.json,1417,109,1.2532296180725098,
executive-order-10194-establishing-the-federal-safety-council.json,1654,104,1.2150499820709229,
executive-order-10195-designation-korea-and-waters-adjacent-thereto-combat-zone-for-the.json,1263,115,1.2107229232788086,
executive-order-10196-amendment-executive-order-9805-prescribing-regulations-governing.json,2908,90,1.2100026607513428,
executive-order-10197-directing-the-secretary-commerce-exercise-security-control-over.json,1107,75,0.9745819568634033,
executive-order-102.json,1013,69,1.0222442150115967,
executive-order-10199-authorizing-the-secretary-agriculture-make-without-the-approval-the.json,1054,79,1.1035044193267822,
executive-order-10200-establishing-the-defense-production-administration.json,2858,105,1.3247833251953125,
executive-order-10202-prescribing-or-amending-portions-the-selective-service-regulations.json,6613,104,1.2114996910095215,
executive-order-10203-creating-emergency-board-investigate-dispute-between-the-american.json,1224,117,1.172478199005127,
executive-order-10198-exemption-paul-walker-from-compulsory-retirement-for-age.json,1143,155,1.9933102130889893,
executive-order-10201-attaching-the-virgin-islands-the-internal-revenue-collection.json,1036,127,1.3813319206237793,
executive-order-10204-prescribing-regulations-governing-the-payment-basic-allowances-for.json,1816,111,1.4081480503082275,
executive-order-10205-amending-executive-order-no-10182-relating-the-appointment-certain.json,1327,130,1.356419324874878,
executive-order-10206-providing-for-support-united-nations-activities-directed-the.json,1446,162,1.5475547313690186,
executive-order-10210-authorizing-the-department-defense-and-the-department-commerce.json,2695,85,1.1670489311218262,
executive-order-10208-providing-for-the-administration-the-yugoslav-emergency-relief.json,1174,124,1.3141882419586182,
executive-order-10209-amending-executive-order-no-8557-september-30-1940-entitled.json,1109,145,1.3144161701202393,
executive-order-10212-transferring-the-use-possession-and-control-certain-lands-and-rights.json,4257,114,1.1947567462921143,
executive-order-10207-establishing-the-presidents-commission-internal-security-and.json,1561,160,1.622215747833252,
executive-order-10211-placing-operation-the-provisions-section-31-the-organic-act-guam.json,1241,138,1.5150089263916016,
executive-order-10213-including-certain-lands-the-nantahala-and-cherokee-national-forests.json,20642,81,1.392411231994629,
executive-order-10215-exemption-arthur-quinn-from-compulsory-retirement-for-age.json,1120,118,1.2219326496124268,
executive-order-10216-extension-the-provisions-part-i-executive-order-no-10210-february-2.json,1317,68,1.1224908828735352,
executive-order-10217-amending-paragraph-1c-executive-order-no-10157-august-28-1950.json,1161,125,1.3211324214935303,
executive-order-10218-establishing-airspace-reservation-over-the-las-vegas-project-las.json,1267,109,1.2169339656829834,
executive-order-10219-defining-certain-responsibilities-federal-agencies-with-respect.json,2714,104,1.19804048538208,
executive-order-10220-authorizing-the-appointment-stanley-c-wollaston-competitive-position.json,1032,83,1.2089531421661377,
executive-order-10214-prescribing-the-manual-for-courts-martial-united-states-1951.json,64814,113,1.7575714588165283,
executive-order-10221-providing-for-the-administration-disaster-relief.json,1318,110,1.1751985549926758,
executive-order-10223-further-providing-for-the-performance-certain-functions-under-the.json,1175,74,1.06972336769104,
executive-order-10222-providing-for-certain-transfers-the-federal-civil-defense.json,1200,90,1.1213963031768799,
executive-order-10224-establishing-the-national-advisory-board-mobilization-policy.json,1401,100,1.1646125316619873,
executive-order-10225-exemption-bernice-pyke-from-compulsory-retirement-for-age.json,1149,96,1.1499018669128418,
executive-order-10227-extension-the-provisions-part-i-executive-order-no-10210-february-2.json,1284,83,1.1077940464019775,
executive-order-10226-regulations-relating-the-safeguarding-vessels-harbors-ports-and.json,2588,93,1.2825078964233398,
executive-order-10231-extension-the-provisions-part-i-executive-order-no-10210-february-2.json,1283,77,1.0380020141601562,
executive-order-10229-exemption-hugh-h-bennett-from-compulsory-retirement-for-age.json,1145,117,1.2150323390960693,
executive-order-10230-amending-the-selective-service-regulations.json,1915,117,1.3211188316345215,
executive-order-10233-amending-executive-order-10161-with-respect-wage-stabilization-and.json,2202,92,1.0808789730072021,
executive-order-10232-amending-the-selective-service-regulations.json,2870,106,1.3052055835723877,
executive-order-10235-establishing-seal-for-the-economic-stabilization-agency.json,1128,101,1.2173242568969727,
executive-order-10234-transferring-certain-lands-from-the-department-agriculture-the.json,5361,100,1.506788730621338,
executive-order-10237-making-the-provisions-the-act-august-26-1950-public-law-733-81st.json,1147,95,1.1594667434692383,
executive-order-10236-amendment-executive-order-no-10129-june-3-1950-establishing-the.json,1077,113,1.3256781101226807,
executive-order-10228-designating-the-inter-american-defense-board-public-international.json,1052,100,3.0915188789367676,
executive-order-10238-making-certain-changes-the-customs-field-organization.json,1184,113,1.2649261951446533,
executive-order-10241-amending-executive-order-no-9835-entitled-prescribing-procedures-for.json,1159,86,1.1703767776489258,
executive-order-10240-regulations-governing-the-separation-from-the-service-certain-women.json,1380,108,1.419321060180664,
executive-order-10239-exemption-howell-cone-from-compulsory-retirement-for-age.json,1136,162,1.5480666160583496,
executive-order-10243-extension-the-provisions-part-i-executive-order-no-10210-february-2.json,1359,68,1.0106472969055176,
executive-order-10245-establishing-commission-for-the-commemoration-the-one-hundred-and.json,1415,91,1.1687912940979004,
executive-order-10244-designating-the-secretary-state-and-the-attorney-general-the.json,1503,119,1.319784164428711,
executive-order-10246-transferring-the-use-possession-and-control-certain-land-from-the.json,1559,108,1.1340947151184082,
executive-order-10242-prescribing-regulations-governing-the-exercise-the-federal-civil.json,2818,193,1.8006923198699951,
executive-order-10248-transfer-certain-lands-from-the-sacramento-california-land-district.json,1770,86,1.1085965633392334,
executive-order-10249-prescribing-regulations-with-respect-foreign-service-reporting.json,1437,83,1.1031162738800049,
executive-order-10247-suspending-the-limitations-upon-punishments-for-violations-articles.json,1181,109,1.2179784774780273,
executive-order-10250-providing-for-the-performance-certain-functions-the-president-the.json,3324,131,1.4608027935028076,
executive-order-10253-providing-for-the-improvement-the-work-federal-executive-agencies.json,1772,101,1.2584450244903564,
executive-order-10252-attaching-the-canal-zone-the-internal-revenue-collection-district.json,1036,98,1.2765414714813232,
executive-order-10251-suspension-the-eight-hour-law-laborers-and-mechanics-employed-the.json,1487,109,1.4593842029571533,
executive-order-10254-terminating-the-philippine-alien-property-administration-and.json,1518,119,1.3362069129943848,
executive-order-10255-further-exemption-claude-l-draper-from-compulsory-retirement-for-age.json,1185,105,1.2349932193756104,
executive-order-10256-amendment-paragraph-126e-the-manual-for-courts-martial-united-states.json,1190,102,1.3563752174377441,
executive-order-10257-amendment-executive-order-7397-june-20-1936-amended-establishing-the.json,1348,141,1.7794859409332275,
executive-order-10258-amending-the-selective-service-regulations.json,2540,115,1.2415275573730469,
executive-order-10259-delegating-the-secretary-state-the-authority-vested-the-president.json,1082,92,1.1761558055877686,
executive-order-10261-amendment-executive-order-no-10000-september-16-1948-prescribing.json,1485,93,1.1613564491271973,
executive-order-10262-suspension-professional-examinations-for-promotion-medical-dental.json,1080,109,1.247293472290039,
executive-order-10260-designating-certain-agencies-pursuant-section-103-the-renenogiation.json,1187,175,1.6039111614227295,
executive-order-10264-transfer-the-administration-american-samoa-from-the-secretary-the.json,1539,127,1.337066888809204,
executive-order-10263-transfer-the-panama-canal-the-waterway-together-with-facilities-and.json,2245,164,1.585923194885254,
executive-order-10265-transfer-the-administration-the-trust-territory-the-pacific-islands.json,1790,124,1.2892742156982422,
executive-order-10268-restoring-certain-lands-comprisings-portions-the-fort-ruger-miltary.json,1600,96,1.1034934520721436,
executive-order-10266-suspension-certain-provisions-the-officer-personnel-act-1947-amended.json,1297,88,1.335148572921753,
executive-order-10267-declaring-certain-lands-the-nantahala-national-forest.json,1569,105,1.2148957252502441,
executive-order-10269-delegating-the-director-defense-mobilization-the-authority-the.json,1153,91,1.1298534870147705,
executive-order-10270-extension-enlistments-the-armed-forces-the-united-states.json,1360,108,1.2164275646209717,
executive-order-10271-delegating-the-authority-the-president-order-members-and-units.json,1253,90,1.171485424041748,
executive-order-10272-delegating-the-secretary-the-army-the-authority-the-president.json,1219,130,1.2707741260528564,
executive-order-10275-inspection-income-excess-profits-declared-value-excess-profits.json,1260,78,0.9955861568450928,
executive-order-10274-further-amendment-executive-order-no-9805-prescribing-regulations.json,1145,79,1.2552411556243896,
executive-order-10273-exemption-herbert-e-gaston-from-compulsory-retirement-for-age.json,1099,123,1.3732190132141113,
executive-order-10276-administration-the-housing-and-rent-act-1947-amended-and-termination.json,1772,95,1.4002604484558105,
executive-order-10277-amending-regulations-relating-the-safeguarding-vessels-harbors-ports.json,1943,142,1.5118279457092285,
