path,input_tokens,output_tokens,duration
executive-order-10043-changing-the-name-the-presidents-committee-religious-and-moral.json,446,95,1.2669527530670166
executive-order-10044-amendment-executive-order-no-9-january-17-1873-relating-the-holding.json,546,96,1.3060221672058105
executive-order-10045-creating-emergency-board-investigate-dispute-between-the-wabash.json,637,83,1.101337194442749
executive-order-10047-restoring-portion-honolulu-harbor-the-jurisdicton-the-territory.json,1192,82,1.1380276679992676
executive-order-10046-transferring-certain-lands-from-the-department-agriculture-the.json,11624,92,1.390021800994873
executive-order-10049-delegating-the-authority-the-president-prescribe-clothing-allowances.json,643,62,0.9935257434844971
executive-order-10051-creating-emergency-board-investigate-dispute-between-the-aliquippa.json,624,80,1.2613375186920166
executive-order-10048-creating-emergency-board-investigate-dispute-between-the-southern.json,621,137,1.6314895153045654
executive-order-10050-creating-emergency-board-investigate-dispute-between-the-railway.json,622,116,1.6094276905059814
executive-order-10052-enlarging-naval-petroleum-reserve-no-1-revoking-part-public-land.json,708,102,1.4394135475158691
executive-order-10056-creating-emergency-board-investigate-dispute-between-the-union.json,621,75,1.0656805038452148
executive-order-10054-modifying-executive-order-no-9721-providing-for-the-transfer.json,559,90,1.3359944820404053
executive-order-10053-regulations-governing-the-transportation-household-goods-members-the.json,18349,89,1.5530800819396973
executive-order-10058-restoring-certain-lands-keaukaha-waiakea-south-hilo-hawaii-the.json,933,56,0.8829877376556396
executive-order-10055-amendment-executive-order-no-9-january-17-1873-relating-the-holding.json,733,114,1.426274299621582
executive-order-10057-transferring-the-american-battle-monuments-commission-functions.json,954,122,1.2626798152923584
executive-order-10060-restoring-certain-land-comprising-the-keaahala-military-reservation.json,644,68,0.9695534706115723
executive-order-10059-amendment-executive-order-no-9195-july-7-1942-amended-prescribing.json,1028,117,1.1873118877410889
executive-order-10061-amendment-executive-order-no-9871-amended-prescribing-regulations.json,940,93,1.2405891418457031
executive-order-10063-defining-certain-functions-the-united-states-high-commissioner-for.json,549,96,1.2311105728149414
executive-order-10064-further-extension-executive-order-no-9898-october-14-1947-amended.json,792,80,1.2054755687713623
executive-order-10065-termination-the-office-defense-transportation.json,778,113,1.2743933200836182
executive-order-10062-establishing-the-position-united-states-high-commissioner-for.json,799,164,1.5101826190948486
executive-order-10066-including-certain-lands-the-cherokee-national-forest.json,800,82,1.0539731979370117
executive-order-10068-revoking-order-no-2458-or-september-20-1916-establishing-inter.json,405,56,0.9556894302368164
executive-order-10067-creating-emergency-board-investigate-dispute-between-the-missouri.json,638,158,1.4909043312072754
executive-order-10069-amendment-executive-order-no-9805-prescribing-regulaitons-governing.json,915,93,1.2278218269348145
executive-order-10070-amending-executive-order-no-9975-july-7-1948-prescribing-regulations.json,633,80,1.181410312652588
executive-order-10071-creating-emergency-board-investigate-dispute-between-the-southern.json,616,99,1.2962238788604736
executive-order-10074-transfer-the-district-land-office-carson-city-nevada-reno-nevada.json,479,68,1.1365809440612793
executive-order-10072-provide-for-continuing-action-improve-the-management-the-executive.json,809,82,1.2789361476898193
executive-order-10073-exemption-eugene-black-from-compulsory-retirement-for-age.json,520,105,1.2860209941864014
executive-order-10075-eliminating-certain-public-lands-from-naval-petroleum-reserve-no-2.json,911,74,1.1310040950775146
executive-order-10076-inspection-income-excess-profits-and-declared-value-excess-profits.json,532,75,1.306330919265747
executive-order-10077-transfer-the-administration-the-island-guam-from-the-secretary-the.json,822,84,1.1747205257415771
executive-order-10080-enabling-certain-employees-the-federal-government-acquire.json,716,60,0.929980993270874
executive-order-10079-transferring-certain-property-the-virgin-islands-the-permanent.json,672,83,1.0066702365875244
executive-order-10081-designation-certain-officers-act-postmaster-general.json,517,61,1.074984073638916
executive-order-10082-prescribing-procedures-for-the-administration-the-reciprocal-trade.json,2692,80,1.0262844562530518
executive-order-10078-creating-emergency-board-investigate-dispute-between-the-monongahela.json,641,107,1.4057183265686035
executive-order-10083-revocation-executive-orders-nos-9698-9751-and-9823-so-far-they.json,574,97,1.0938541889190674
executive-order-10084-prescribing-regulations-for-the-administration-certain-provisions.json,519,58,1.0500941276550293
executive-order-10086-designating-the-south-pacific-commission-public-international.json,512,75,1.0687816143035889
executive-order-10085-amendment-executive-order-no-10011-authorizing-the-secretary-state.json,631,86,1.1169638633728027
executive-order-10088-making-certain-changes-the-customs-field-organization.json,582,85,1.1098425388336182
executive-order-10087-amendment-executive-order-no-10057-may-14-1949-transferring-the.json,965,127,1.280796766281128
executive-order-10089-suspending-certain-statutory-provisions-relating-employment-the.json,541,84,1.2155776023864746
executive-order-10090-inspection-income-tax-returns-federal-trade-commission.json,591,85,1.2174906730651855
executive-order-10091-extension-trust-periods-indian-lands-expiring-during-the-calendar.json,565,105,1.4218480587005615
executive-order-10092-establishing-airspace-reservation-over-certain-areas-the-superior.json,3565,62,1.2038962841033936
executive-order-10094-further-exemption-clyde-b-aitchison-from-compulsory-retirement-for.json,599,78,1.0043888092041016
executive-order-10093-revocation-executive-order-no-9512-january-16-1945-providing-for.json,406,80,1.0333797931671143
executive-order-10096-providing-for-uniform-patent-policy-for-the-government-with-respect.json,2443,88,1.1240880489349365
executive-order-10098-amendment-executive-order-no-10084-october-12-1949-prescribing.json,492,64,1.1161916255950928
executive-order-10097-designating-the-honorable-cecil-snyder-acting-judge-the-united.json,536,80,1.1435210704803467
executive-order-10095-establishment-the-presidents-water-resources-policy-commission.json,952,98,1.3057448863983154
executive-order-10099-providing-for-the-administration-the-mutual-defense-assistance-act.json,889,61,1.068666934967041
executive-order-101.json,473,80,1.0084648132324219
executive-order-10101-amendment-executive-order-no-9746-july-1-1946-relating-the-panama.json,775,71,0.9739007949829102
executive-order-10100-regulations-relating-the-granting-certain-allowances-the-director.json,625,94,1.26456618309021
executive-order-10105-creating-emergency-board-investigate-dispute-between-the-denver-and.json,616,88,1.0595626831054688
executive-order-10103-amendment-executive-order-no-9721-may-10-1946-providing-for-the.json,869,80,1.180537223815918
executive-order-10102-transfer-certain-business-operations-facilities-and-appurtenances.json,1532,108,1.4473717212677002
executive-order-10104-defining-certain-vital-military-and-naval-installations-and.json,1421,105,1.508681297302246
executive-order-10107-revocation-executive-order-no-8232-september-5-1939-relating-the.json,429,92,1.2086336612701416
executive-order-10108-designating-the-united-states-mission-the-united-nations-and.json,908,82,1.1580195426940918
executive-order-10106-creating-board-inquiry-report-labor-dispute-affecting-the-bituminous.json,620,144,1.4569530487060547
executive-order-10110-presidents-communications-policy-board.json,896,120,1.251396656036377
executive-order-10111-establishing-seal-for-the-central-intelligence-agency.json,641,82,1.225618600845337
executive-order-10113-delegating-the-authority-the-president-prescribe-clothing-allowances.json,830,63,0.9657020568847656
executive-order-10115-restoring-certain-land-reserved-for-military-purposes-the.json,1164,57,0.8769290447235107
executive-order-10116-amending-portions-the-selective-service-regulations-and-paragraph-2.json,4231,74,1.028946876525879
executive-order-10109-creating-emergency-board-investigate-disputes-between-the-texas.json,683,266,2.0283851623535156
executive-order-10112-creating-emergency-board-investigate-dispute-betweent-the-carriers.json,652,140,1.5048284530639648
executive-order-10114-creating-emergency-board-investigate-dispute-between-the-terminal.json,625,109,1.3519814014434814
executive-order-10118-further-amendment-executive-order-no-10084-october-12-1949.json,602,87,1.0504486560821533
executive-order-10117-creating-emergency-board-investigate-dispute-between-the-carriers.json,615,97,1.2377221584320068
executive-order-10121-transferring-the-territory-hawaii-title-certain-public-land-needed.json,4644,39,0.9765913486480713
executive-order-10119-regulations-governing-the-payment-basic-allowances-for-subsistence.json,1236,86,1.2672889232635498
executive-order-10123-revocation-executive-order-no-9635-september-29-1945-and-no-9904.json,531,55,0.8895289897918701
executive-order-10122-regulations-governing-payment-disability-retirement-pay.json,1584,101,1.1947448253631592
executive-order-10120-creating-emergency-board-investigate-dispute-between-the-carriers.json,646,136,1.6694133281707764
executive-order-10124-regulations-governing-the-election-certain-members-and-former.json,968,99,1.5438318252563477
executive-order-10125-creating-emergency-board-investigate-dispute-between-the-chicago.json,616,77,1.1005935668945312
executive-order-10126-establishing-airspace-reservation-over-portions-the-district.json,921,93,1.2091915607452393
executive-order-10128-amendment-executive-order-no-6868-october-9-1934-amended-designating.json,534,85,1.0800342559814453
executive-order-10129-establishing-the-presidents-commission-migratory-labor.json,1023,86,1.3758783340454102
executive-order-10127-establishing-airspace-reservations-over-certain-facilities-the.json,1109,116,1.5072829723358154
executive-order-10131-providing-for-the-investigation-and-report-displaced-pesons-and.json,652,73,1.094123125076294
executive-order-10130-creating-emergency-board-investigate-dispute-between-the-boston.json,624,127,1.3409278392791748
executive-order-10133-designating-the-organization-for-european-economic-cooperation.json,462,70,0.9157583713531494
executive-order-10132-inspection-income-excess-profits-declared-value-excess-profits.json,578,77,1.078826665878296
executive-order-10134-further-extension-the-existence-the-quetico-superior-committee.json,505,64,1.0439586639404297
executive-order-10135-further-extension-executive-order-no-9898-october-14-1947-amended.json,816,124,1.2849843502044678
executive-order-10136-further-amendment-executive-order-no-10084-october-12-1949.json,637,93,1.264838695526123
executive-order-10137-amending-executive-order-no-10077-september-7-1949-entitled-transfer.json,492,104,1.2405455112457275
executive-order-10140-creating-emergency-board-investigate-dispute-between-the-pullman.json,603,93,1.2646048069000244
executive-order-10138-creating-emergency-board-investigate-dispute-between-the-toledo.json,629,159,1.562598466873169
executive-order-10139-creating-emergency-board-investigate-dispute-between-the-toledo.json,627,183,1.7480151653289795
executive-order-10142-creating-emergency-board-investigate-dispute-between-the-braniff.json,625,107,1.4048705101013184
executive-order-10143-authorizing-the-appointment-mrs-ruth-edna-mcc-somers-position-the.json,458,102,1.250138521194458
executive-order-10141-possession-control-and-operation-the-transportation-system-the.json,1570,182,1.9914250373840332
executive-order-10145-extension-enlistements-the-armed-forces-the-united-states.json,545,114,1.2771809101104736
executive-order-10144-amendment-executive-order-no-10062-june-6-1949-establishing-the.json,615,136,1.464998722076416
executive-order-10149-suspending-the-limitations-upon-punishments-for-violations-articles.json,612,46,0.7569305896759033
executive-order-10146-exemption-william-j-pattersn-from-compulsory-retirement-for-age.json,552,114,1.306135892868042
executive-order-10147-creating-emergency-board-investigate-dispute-between-the-new-york.json,646,111,1.2686223983764648
executive-order-10148-designation-certain-officers-the-department-commerce-act-secretary.json,600,83,1.1336331367492676
executive-order-10150-creating-emergency-board-investigate-disputes-between-the-atlantic.json,1042,110,1.1993272304534912
executive-order-10151-exemption-william-d-hassett-from-compulsory-retirement-for-age.json,516,84,1.0640568733215332
executive-order-10152-regulations-relating-the-right-members-the-uniformed-services.json,2724,84,1.172724723815918
executive-order-10153-regulations-relating-certain-travel-time-members-the-uniformed.json,771,87,1.1298744678497314
executive-order-10154-designation-certain-officers-the-post-office-department-act.json,506,87,1.1039083003997803
executive-order-10156-designation-certain-officers-the-department-the-interior-act.json,635,76,1.001014232635498
executive-order-10157-enabling-certain-employees-the-federal-government-acquire.json,817,74,1.2762303352355957
executive-order-10155-possession-control-and-operation-certain-railroads.json,5455,151,1.7375943660736084
executive-order-10159-providing-for-the-administration-the-act-for-international.json,715,77,1.1255581378936768
executive-order-10158-further-amendment-executive-order-no-10084-october-12-1949.json,587,89,1.287881851196289
executive-order-10160-providing-for-the-preservation-records-for-certain-purposes-the.json,899,135,1.374243974685669
executive-order-10162-authorizing-the-appointment-frederick-c-kilguss-the-position-deputy.json,437,82,1.2193224430084229
executive-order-10163-the-armed-forces-reserve-medal.json,961,105,1.3285210132598877
executive-order-10161-delegating-certain-functions-the-president-under-the-defense.json,5422,121,1.504253625869751
executive-order-10166-establishing-the-national-advisory-committee-the-selection-doctors.json,884,81,1.2844610214233398
executive-order-10165-creating-emergency-board-investigate-dispute-between-the-railway.json,642,110,1.384441614151001
executive-order-10164-extension-enlistments-the-united-states-coast-guard.json,575,133,1.722747802734375
executive-order-10169-establishing-the-national-advisory-committee-mobilization-policy.json,592,83,1.0011155605316162
executive-order-10167-prescribing-or-amending-portions-the-selective-service-regulations.json,6522,115,1.516871690750122
executive-order-10168-regulations-relating-the-right-enlisted-members-the-uniformed.json,1418,92,1.2266509532928467
executive-order-10170-amendment-executive-order-no-10082-october-5-1949-prescribing.json,639,79,1.1799283027648926
executive-order-10171-transferring-occupation-functions-austria-the-department-state.json,871,93,1.4099571704864502
executive-order-10172-designating-the-certifying-authority-with-respect-the-amortization.json,552,117,1.2651817798614502
executive-order-10175-amending-executive-order-no-7908-june-9-1938-and-executive-order-no.json,914,79,0.9885070323944092
executive-order-10174-further-amendment-executive-order-no-10084-october-12-1949.json,601,111,1.2134370803833008
executive-order-10173-regulations-relating-the-safeguarding-vessels-harbors-ports-and.json,3062,125,1.4129550457000732
executive-order-10176-suspending-certain-statutory-provisions-relating-employment-the.json,520,102,1.2304117679595947
executive-order-10177-amendment-section-1-executive-order-no-9778-september-10-1946.json,751,96,1.1825640201568604
executive-order-10178-reserving-certain-real-and-personal-property-guam-for-the-use-the.json,1663,93,1.2189912796020508
executive-order-10181-delegating-the-director-the-bureau-the-budget-the-function.json,445,52,0.8465650081634521
executive-order-10179-establishing-the-korean-service-medal.json,584,152,1.5664725303649902
executive-order-10183-making-certain-changes-internal-revenue-collection-districts-the.json,595,57,0.9738461971282959
executive-order-10182-providing-for-the-appointment-certain-persons-under-the-defense.json,1818,88,1.116919755935669
executive-order-10180-establishing-special-personnel-procedures-the-interest-the-national.json,1159,132,1.4445233345031738
executive-order-10185-amendment-executive-order-no-10166-october-4-1950.json,624,74,1.1228840351104736
executive-order-10184-transferring-certain-land-comprising-portion-the-arecibo-coast-guard.json,772,60,1.4177541732788086
executive-order-10187-amendment-executive-order-no-10011-october-22-1948-amended.json,672,67,0.941840648651123
executive-order-10186-establishing-the-federal-civil-defense-administration-the-office-for.json,1528,139,1.5175490379333496
executive-order-10188-designating-the-honorable-luis-negron-fernandez-acting-judge-the.json,536,62,0.9811968803405762
executive-order-10189-amendment-executive-order-no-4601-march-1-1927-prescribing.json,980,77,1.1160306930541992
executive-order-10192-amendment-executive-order-no-10129-june-3-1950-entitled-estblishing.json,426,52,0.8923227787017822
executive-order-10190-prescribing-regulations-relating-new-trials-courts-martial-and-other.json,1809,83,1.1764740943908691
executive-order-10191-extension-trust-periods-indian-lands-expiring-during-the-calendar.json,565,100,1.1021640300750732
executive-order-10194-establishing-the-federal-safety-council.json,1043,98,1.1365134716033936
executive-order-10193-providing-for-the-conduct-the-mobilization-effort-the-government.json,806,107,1.2692599296569824
executive-order-10195-designation-korea-and-waters-adjacent-thereto-combat-zone-for-the.json,654,72,1.0202739238739014
executive-order-10196-amendment-executive-order-9805-prescribing-regulations-governing.json,2297,93,1.181455135345459
executive-order-102.json,402,52,1.0087273120880127
executive-order-10198-exemption-paul-walker-from-compulsory-retirement-for-age.json,532,97,1.1960532665252686
executive-order-10199-authorizing-the-secretary-agriculture-make-without-the-approval-the.json,443,73,1.1494295597076416
executive-order-10197-directing-the-secretary-commerce-exercise-security-control-over.json,496,134,1.3705365657806396
executive-order-10201-attaching-the-virgin-islands-the-internal-revenue-collection.json,425,88,1.175774335861206
executive-order-10200-establishing-the-defense-production-administration.json,2247,101,1.256838321685791
executive-order-10202-prescribing-or-amending-portions-the-selective-service-regulations.json,6002,73,1.1536085605621338
executive-order-10206-providing-for-support-united-nations-activities-directed-the.json,835,71,0.9845554828643799
executive-order-10205-amending-executive-order-no-10182-relating-the-appointment-certain.json,716,82,0.9953105449676514
executive-order-10204-prescribing-regulations-governing-the-payment-basic-allowances-for.json,1205,69,1.0419974327087402
executive-order-10203-creating-emergency-board-investigate-dispute-between-the-american.json,613,94,1.311067819595337
executive-order-10207-establishing-the-presidents-commission-internal-security-and.json,950,92,1.207017421722412
executive-order-10209-amending-executive-order-no-8557-september-30-1940-entitled.json,498,75,1.0826938152313232
executive-order-10208-providing-for-the-administration-the-yugoslav-emergency-relief.json,563,73,1.3247697353363037
executive-order-10212-transferring-the-use-possession-and-control-certain-lands-and-rights.json,3646,80,0.9935755729675293
executive-order-10213-including-certain-lands-the-nantahala-and-cherokee-national-forests.json,20031,61,1.116609811782837
executive-order-10210-authorizing-the-department-defense-and-the-department-commerce.json,2084,136,1.6394274234771729
executive-order-10211-placing-operation-the-provisions-section-31-the-organic-act-guam.json,630,131,1.4770419597625732
executive-order-10215-exemption-arthur-quinn-from-compulsory-retirement-for-age.json,509,123,1.3666117191314697
executive-order-10214-prescribing-the-manual-for-courts-martial-united-states-1951.json,64203,59,1.6772150993347168
executive-order-10216-extension-the-provisions-part-i-executive-order-no-10210-february-2.json,706,89,1.2553155422210693
executive-order-10217-amending-paragraph-1c-executive-order-no-10157-august-28-1950.json,550,95,1.1359000205993652
executive-order-10220-authorizing-the-appointment-stanley-c-wollaston-competitive-position.json,421,53,0.8534681797027588
executive-order-10218-establishing-airspace-reservation-over-the-las-vegas-project-las.json,656,111,1.2856969833374023
executive-order-10221-providing-for-the-administration-disaster-relief.json,707,66,0.9253041744232178
executive-order-10219-defining-certain-responsibilities-federal-agencies-with-respect.json,2103,132,1.5240552425384521
executive-order-10223-further-providing-for-the-performance-certain-functions-under-the.json,564,77,1.172928810119629
executive-order-10222-providing-for-certain-transfers-the-federal-civil-defense.json,589,103,1.2996165752410889
executive-order-10225-exemption-bernice-pyke-from-compulsory-retirement-for-age.json,538,71,1.0273313522338867
executive-order-10224-establishing-the-national-advisory-board-mobilization-policy.json,790,130,1.3652980327606201
executive-order-10227-extension-the-provisions-part-i-executive-order-no-10210-february-2.json,673,93,1.1187851428985596
executive-order-10228-designating-the-inter-american-defense-board-public-international.json,441,94,1.0853662490844727
executive-order-10226-regulations-relating-the-safeguarding-vessels-harbors-ports-and.json,1977,97,1.321425437927246
executive-order-10229-exemption-hugh-h-bennett-from-compulsory-retirement-for-age.json,534,62,0.8400235176086426
executive-order-10231-extension-the-provisions-part-i-executive-order-no-10210-february-2.json,672,83,0.9787728786468506
executive-order-10230-amending-the-selective-service-regulations.json,1304,74,1.315425157546997
executive-order-10232-amending-the-selective-service-regulations.json,2259,111,1.2421720027923584
executive-order-10234-transferring-certain-lands-from-the-department-agriculture-the.json,4750,69,1.0779094696044922
executive-order-10235-establishing-seal-for-the-economic-stabilization-agency.json,517,85,1.0367405414581299
executive-order-10236-amendment-executive-order-no-10129-june-3-1950-establishing-the.json,466,111,1.3126614093780518
executive-order-10233-amending-executive-order-10161-with-respect-wage-stabilization-and.json,1591,160,1.4911293983459473
executive-order-10237-making-the-provisions-the-act-august-26-1950-public-law-733-81st.json,536,138,1.501969575881958
executive-order-10238-making-certain-changes-the-customs-field-organization.json,573,104,1.1666896343231201
executive-order-10239-exemption-howell-cone-from-compulsory-retirement-for-age.json,525,114,1.2160625457763672
executive-order-10241-amending-executive-order-no-9835-entitled-prescribing-procedures-for.json,548,90,1.0986049175262451
executive-order-10240-regulations-governing-the-separation-from-the-service-certain-women.json,769,98,1.358912467956543
executive-order-10244-designating-the-secretary-state-and-the-attorney-general-the.json,892,63,1.083155632019043
executive-order-10243-extension-the-provisions-part-i-executive-order-no-10210-february-2.json,748,91,1.1279773712158203
executive-order-10246-transferring-the-use-possession-and-control-certain-land-from-the.json,948,53,0.9062068462371826
executive-order-10242-prescribing-regulations-governing-the-exercise-the-federal-civil.json,2207,145,1.5654571056365967
executive-order-10245-establishing-commission-for-the-commemoration-the-one-hundred-and.json,804,117,1.2605156898498535
executive-order-10248-transfer-certain-lands-from-the-sacramento-california-land-district.json,1159,50,0.9799551963806152
executive-order-10247-suspending-the-limitations-upon-punishments-for-violations-articles.json,570,92,1.2045166492462158
executive-order-10249-prescribing-regulations-with-respect-foreign-service-reporting.json,826,101,1.085618495941162
executive-order-10252-attaching-the-canal-zone-the-internal-revenue-collection-district.json,425,70,0.9244203567504883
executive-order-10251-suspension-the-eight-hour-law-laborers-and-mechanics-employed-the.json,876,88,1.1451735496520996
executive-order-10250-providing-for-the-performance-certain-functions-the-president-the.json,2713,86,1.2564911842346191
executive-order-10253-providing-for-the-improvement-the-work-federal-executive-agencies.json,1161,104,1.1486468315124512
executive-order-10256-amendment-paragraph-126e-the-manual-for-courts-martial-united-states.json,579,62,0.8115770816802979
executive-order-10255-further-exemption-claude-l-draper-from-compulsory-retirement-for-age.json,574,83,0.9525501728057861
executive-order-10254-terminating-the-philippine-alien-property-administration-and.json,907,109,1.2746827602386475
executive-order-10257-amendment-executive-order-7397-june-20-1936-amended-establishing-the.json,737,101,1.1298272609710693
executive-order-10258-amending-the-selective-service-regulations.json,1929,81,1.0525071620941162
executive-order-10259-delegating-the-secretary-state-the-authority-vested-the-president.json,471,72,1.0906078815460205
executive-order-10260-designating-certain-agencies-pursuant-section-103-the-renenogiation.json,576,77,1.035139560699463
executive-order-10261-amendment-executive-order-no-10000-september-16-1948-prescribing.json,874,81,1.1116440296173096
executive-order-10262-suspension-professional-examinations-for-promotion-medical-dental.json,469,130,1.312833547592163
executive-order-10263-transfer-the-panama-canal-the-waterway-together-with-facilities-and.json,1634,88,1.2861988544464111
executive-order-10264-transfer-the-administration-american-samoa-from-the-secretary-the.json,928,80,1.2809491157531738
executive-order-10265-transfer-the-administration-the-trust-territory-the-pacific-islands.json,1179,83,1.1061809062957764
executive-order-10268-restoring-certain-lands-comprisings-portions-the-fort-ruger-miltary.json,989,57,0.879417896270752
executive-order-10267-declaring-certain-lands-the-nantahala-national-forest.json,958,76,0.9411468505859375
executive-order-10269-delegating-the-director-defense-mobilization-the-authority-the.json,542,66,0.9187285900115967
executive-order-10266-suspension-certain-provisions-the-officer-personnel-act-1947-amended.json,686,97,1.2578754425048828
executive-order-10270-extension-enlistments-the-armed-forces-the-united-states.json,749,101,1.1276779174804688
executive-order-10272-delegating-the-secretary-the-army-the-authority-the-president.json,608,95,1.1154956817626953
executive-order-10271-delegating-the-authority-the-president-order-members-and-units.json,642,110,1.259432315826416
executive-order-10274-further-amendment-executive-order-no-9805-prescribing-regulations.json,534,69,1.0066604614257812
executive-order-10273-exemption-herbert-e-gaston-from-compulsory-retirement-for-age.json,488,104,1.119089126586914
executive-order-10275-inspection-income-excess-profits-declared-value-excess-profits.json,649,77,1.1560266017913818
executive-order-10277-amending-regulations-relating-the-safeguarding-vessels-harbors-ports.json,1332,71,1.0083959102630615
executive-order-10276-administration-the-housing-and-rent-act-1947-amended-and-termination.json,1161,85,1.141695261001587
executive-order-10278-withdrawing-from-appropriation-the-phosphate-reserved-the-united.json,589,77,1.0247843265533447
executive-order-10279-inspection-income-excess-profits-declared-value-excess-profits.json,641,69,0.9829230308532715
executive-order-10282-suspension-the-eight-hour-law-laborers-and-mechanics-employed-the.json,891,109,1.1598548889160156
executive-order-10284-extension-time-relating-the-disposition-certain-housing.json,1055,66,0.9926772117614746
executive-order-10283-creating-board-inquiry-report-certain-labor-disputes-affecting-the.json,688,110,1.1829833984375
executive-order-10280-separation-officers-the-public-health-service-grounds-disloyalty.json,757,163,1.5807273387908936
executive-order-10281-defense-materials-procurement-and-supply.json,3331,149,1.6260159015655518
executive-order-10285-creating-emergency-board-investigate-dispute-between-the-denver-rio.json,728,115,1.3647019863128662
executive-order-10287-revoking-executive-order-no-8304-january-14-1939-and-abolishing-the.json,393,77,1.0440120697021484
executive-order-10288-further-amending-executive-order-no-10157-august-28-1950-enabling.json,818,67,0.9282233715057373
