,path,duration,cluster,tsne_1,tsne_2
36,executive-order-12225-credit-control-revocation.json,0.060182809829711914,12,11.385041,14.479283
37,executive-order-6422-code-fair-competition-for-the-hardwood-distillation-industry.json,0.018382549285888672,31,75.13559,-26.17948
38,executive-order-12848-federal-plan-break-the-cycle-homelessness.json,0.027832508087158203,32,46.33415,37.89353
39,executive-order-11562-developing-and-coordinating-national-program-for-physical-fitness.json,0.04439353942871094,26,-0.12491892,32.319904
40,executive-order-14058-transforming-federal-customer-experience-and-service-delivery.json,0.06310582160949707,6,-8.017488,82.95372
41,executive-order-12699-seismic-safety-federal-and-federally-assisted-or-regulated-new.json,0.08824849128723145,8,-3.1171484,29.27437
42,executive-order-6549-providing-for-audit-accounts-emergency-agencies.json,0.022904634475708008,44,-5.3560038,-26.267237
43,executive-order-12801-barring-overflight-takeoff-and-landing-aircraft-flying-or-from-libya.json,0.22472739219665527,32,12.298167,58.69738
44,executive-order-5207-restoring-certain-reserved-lands-along-the-unalaklik-river-and-norton.json,0.06459403038024902,2,-63.97289,-19.072565
45,executive-order-11305-authorizing-the-secretary-army-and-the-governor-the-canal-zone.json,0.0732879638671875,6,-13.658507,76.36823
46,executive-order-12010-federal-civilian-and-military-pay-increases.json,0.03597760200500488,46,46.975693,1.6442322
47,executive-order-13903-combating-human-trafficking-and-online-child-exploitation-the-3.json,0.06234908103942871,8,42.958755,67.99255
48,executive-order-5950-tongass-national-forest-alaska.json,0.04584383964538574,4,-35.955654,27.606592
49,executive-order-9453-participation-the-united-states-the-work-the-united-nations-relief.json,0.038640499114990234,5,6.614579,-8.259715
50,executive-order-94.json,0.02064347267150879,0,-44.960194,-45.9194
51,executive-order-11351-amending-executive-order-no-11318-designating-the-european-space.json,0.028681278228759766,1,34.897083,9.620408
52,executive-order-6280-revocation-withdrawal-public-lands-pending-resurvey-new-mexico.json,0.04316258430480957,49,-74.67238,25.507368
53,executive-order-6637-national-recovery-review-board.json,0.030353307723999023,44,-14.099919,-30.111588
54,executive-order-12882-presidents-committee-advisors-science-and-technology.json,0.057988882064819336,12,43.702442,46.586014
55,executive-order-7933-inspection-income-excess-profits-and-capital-stock-tax-returns-the.json,0.03593182563781738,3,68.985664,-48.308815
56,executive-order-7742-enlarging-tongass-national-forest.json,0.0677344799041748,2,-66.15793,-24.885872
57,executive-order-12365-foreign-assistance-and-arms-control.json,0.03835630416870117,41,25.032513,8.633409
58,executive-order-6981-removing-certain-cases-restrictions-imposed-public-resolution-53-june.json,0.05825161933898926,11,-11.170712,-12.409665
59,executive-order-13384-assignment-functions-relating-original-appointments-commissioned.json,0.02489447593688965,5,25.57354,-5.4998546
60,executive-order-8631-prescribing-regulations-governing-the-exportation-articles-and.json,0.06587934494018555,41,-4.903029,-16.756685
61,executive-order-9880-creating-emergency-board-investigate-dispute-between-the-river.json,0.027783632278442383,16,77.824165,26.637548
62,executive-order-6041-authorizing-the-appointment-mrs-adelle-b-freeman.json,0.03242015838623047,21,32.778168,-74.3837
63,executive-order-5219-reserving-certain-described-lands-for-alaska-reindeer-service.json,0.05352950096130371,2,-64.10861,-19.463919
64,executive-order-13916-national-emergency-authority-temporarily-extend-deadlines-for.json,0.0621342658996582,8,40.91448,40.59811
65,executive-order-reestablish-the-authority-the-united-states-and-execute-the-laws-within.json,0.07442307472229004,0,9.774962,5.274659
66,executive-order-9165-providing-for-the-protection-essential-facilities-from-sabotage-and.json,0.06275701522827148,40,-16.533463,-5.2011056
67,executive-order-8074-exemption-george-k-larrison-from-compulsory-retirement-for-age.json,0.044820547103881836,19,1.607838,-94.71381
68,executive-order-13560-white-house-council-for-community-solutions.json,0.03486299514770508,8,29.411085,64.4099
69,executive-order-10488-providing-for-the-issuance-regulations-governing-the-purchase.json,0.06989359855651855,5,13.93548,-2.4637442
70,executive-order-13559-fundamental-principles-and-policymaking-criteria-for-partnerships.json,0.05707812309265137,6,-5.4866896,77.13242
71,executive-order-8039-establishing-the-kofa-game-range.json,0.07150435447692871,4,-51.65032,50.00463
72,executive-order-12509-technical-review-group-inertial-confinement-fusion.json,0.03798389434814453,42,31.079433,30.268099
73,executive-order-5658-form-style-and-safeguarding-executive-orders-and-proclamations.json,0.06271672248840332,11,4.58597,11.716266
74,executive-order-7776-modification-executive-order-no-7709-september-16-1937-abolishing-the.json,0.024747371673583984,44,-15.039941,-35.17137
75,executive-order-13548-increasing-federal-employment-individuals-with-disabilities.json,0.08234071731567383,8,49.322086,40.669697
76,executive-order-11359-adding-the-secretary-transportation-the-membership-the-presidents.json,0.0646677017211914,1,31.73944,16.967926
77,executive-order-7532-establishing-shinnecock-migratory-bird-refuge-the-state-new-york.json,0.04889345169067383,43,-15.542218,44.150112
78,executive-order-11277-designating-the-international-telecommunications-satellite.json,0.06972503662109375,30,64.52394,8.9067135
79,executive-order-10749-creating-emergency-board-investigate-dispute-between-the-eastern-air.json,0.02639174461364746,16,85.48481,25.932121
80,executive-order-5496-public-water-restoration-no-67.json,0.06966996192932129,10,-66.89354,6.6718874
81,executive-order-amendment-civil-service-rules-49.json,0.020426273345947266,45,54.367302,-48.353043
82,executive-order-9918-creating-emergency-board-investigate-disputes-between-the-alabama.json,0.045336246490478516,26,-18.043812,22.857159
83,executive-order-3024-indians-public-domain.json,0.030860185623168945,38,-92.21298,-32.44595
84,executive-order-7733-exemption-margaret-m-hanna-from-compulsory-retirement-for-age.json,0.07579278945922852,9,-14.657072,-69.299866
85,executive-order-11633-security-clearance-program-for-united-states-citizens-employed.json,0.027631282806396484,40,2.3044863,30.498661
86,executive-order-9084-amending-executive-order-no-8512-august-13-1940-prescribing.json,0.21099233627319336,11,-5.4006915,-26.137995
87,executive-order-14018-revocation-certain-presidential-actions.json,0.08053255081176758,12,41.74913,49.569855
88,executive-order-10313-amendment-executive-order-no-10011-october-22-1948-amended.json,0.06607842445373535,23,5.1849155,-15.633534
89,executive-order-7352-excluding-certain-tracts-land-from-tongass-national-forest-and.json,0.08518004417419434,2,-67.08237,-24.389746
90,executive-order-13934-building-and-rebuilding-monuments-american-heroes.json,0.06288909912109375,6,-18.473873,81.69144
91,executive-order-13748-establishing-community-solutions-council.json,0.07497525215148926,6,-11.918732,57.097225
92,executive-order-5491-use-eligible-registers-established-primarily-for-the-executive-civil.json,0.029133081436157227,35,17.836733,-49.723248
93,executive-order-5987-revocation-withdrawal-public-lands-california.json,0.021488189697265625,14,-55.568012,5.285011
94,executive-order-7256-modification-executive-order-no-6910-november-26-1934-amended.json,0.025471210479736328,20,-52.72185,21.1511
95,executive-order-5355-rental-and-subsistence-allowances-officers.json,0.02944660186767578,44,-4.3659,-35.371197
96,executive-order-3363-ponca-indians-oklahoma.json,0.02573394775390625,38,-88.55851,-37.5263
97,executive-order-setting-aside-certain-public-lands-for-use-connection-with-experimental.json,0.025261878967285156,4,-89.90763,-9.875691
98,executive-order-12172-iranian-aliens.json,0.037325143814086914,5,21.040573,10.830111
99,executive-order-10411-restoring-certain-lands-comprising-parts-the-aiea-military.json,0.07026076316833496,17,-25.278131,23.883652
100,executive-order-9578-approving-regulations-the-civil-service-commission-under-the-federal.json,0.06688570976257324,6,-17.295609,73.34557
101,executive-order-5649-authorizing-the-appointment-mrs-helen-terrill-mays.json,0.04452085494995117,21,27.991682,-77.67013
102,executive-order-12779-prohibiting-certain-transactions-with-respect-haiti.json,0.05873370170593262,12,36.199783,48.22447
103,executive-order-10662-amendment-executive-order-no-10480-and-revocation-executive-order-no.json,0.05887556076049805,5,5.833094,-0.3408395
104,executive-order-10361-establishing-the-whittier-defensive-sea-area-alaska.json,0.06704497337341309,7,-34.73025,-2.6197505
105,executive-order-6660-authorizing-the-heads-departments-independent-establishments-and.json,0.030640125274658203,44,-13.868594,-30.260757
106,executive-order-11463-placing-additional-position-level-v-the-federal-executive-salary.json,0.057140350341796875,1,36.26846,9.3684435
107,executive-order-5321-inspection-tax-returns-department-commerce-for-statistical-purposes.json,0.018777132034301758,3,70.70089,-46.712204
108,executive-order-11269-national-advisory-council-international-monetary-and-financial.json,0.033722877502441406,40,28.897776,14.738284
109,executive-order-5647-inspection-income-tax-returns.json,0.05761289596557617,3,70.67264,-46.712074
110,executive-order-13166-improving-access-services-for-persons-with-limited-english.json,0.031441688537597656,32,19.718557,52.854984
111,executive-order-6711-prescribing-regulation-prohibiting-dismissal-employees-for-reporting.json,0.020643234252929688,28,60.418987,-14.976217
112,executive-order-13125-increasing-participation-asian-americans-and-pacific-islanders.json,0.057854652404785156,32,19.75322,43.42453
113,executive-order-10969-creating-emergency-board-investigate-dispute-between-the-reading.json,0.02196955680847168,16,83.61254,28.642197
114,executive-order-9848-disposal-certain-foreign-merchant-vessels.json,0.04723930358886719,39,-24.924206,-7.06804
115,executive-order-9242-amending-executive-order-no-9158-may-11-1942-provide-that-the-air.json,0.06571102142333984,18,31.14203,-21.34922
116,executive-order-7584-designating-ajo-arizona-customs-port-entry.json,0.03315591812133789,34,-64.7938,-44.728752
117,executive-order-5803-withdrawal-public-land-for-fish-cultural-station-oregon.json,0.031154632568359375,20,-57.777546,12.600755
118,executive-order-7458-transferring-the-rural-electrification-administration-established-the.json,0.06740403175354004,26,-17.317589,37.49178
119,executive-order-282.json,0.025589704513549805,37,-44.100853,-58.52386
120,executive-order-8742-partial-revocation-executive-order-july-9-1910-creating-coal-land.json,0.06498098373413086,10,-78.28069,22.3533
121,executive-order-12592-presidents-commission-compensation-career-federal-executives.json,0.036386966705322266,42,17.404064,37.767853
122,executive-order-12517-delegation-concerning-the-united-states-india-fund-for-cultural.json,0.07476329803466797,5,21.330017,4.8122835
123,executive-order-13051-internal-revenue-service-management-board.json,0.09076809883117676,32,16.491589,47.698948
124,executive-order-13221-energy-efficient-standby-power-devices.json,0.07213497161865234,32,17.088787,19.780304
125,executive-order-156.json,0.017838001251220703,14,-54.207214,8.991641
126,executive-order-14090-adjustments-certain-rates-pay.json,0.028089284896850586,46,91.890274,1.1670245
127,executive-order-12021-civil-service-rules.json,0.08253836631774902,35,34.469475,-43.89907
128,executive-order-10551-inspection-income-excess-profits-declared-value-excess-profits.json,0.0633394718170166,3,77.06345,-51.88509
129,executive-order-8574-selective-service-regulations.json,0.07410097122192383,6,-5.3724813,62.508213
130,executive-order-5888-regulating-the-transportation-liquors-over-the-highways-and-waterways.json,0.04785466194152832,39,-42.97385,-20.522709
131,executive-order-11959-administration-foreign-assistance-and-related-functions.json,0.046152591705322266,41,9.205267,20.460358
132,executive-order-12829-national-industrial-security-program.json,0.12260961532592773,6,44.706535,-7.9388413
133,executive-order-5302-extension-trust-period-certain-allotments-made-indians-the-rosebud.json,0.0789175033569336,38,-87.92055,-38.1997
134,executive-order-9361-supplementing-the-executive-order-establishing-the-office-war.json,0.08755660057067871,13,-5.5176888,2.8817704
135,executive-order-5295-accounts-and-returns-diplomatic-officers.json,0.09656977653503418,6,-12.449545,65.76331
136,executive-order-7272-revocation-executive-order-no-5297-march-10-1930-withdrawing-public.json,0.07458996772766113,24,-84.06431,25.850237
137,executive-order-504.json,0.0747213363647461,0,-32.17038,5.8542366
138,executive-order-13831-establishment-white-house-faith-and-opportunity-initiative.json,0.057854413986206055,8,40.295273,56.26283
139,executive-order-13729-comprehensive-approach-atrocity-prevention-and-response.json,0.06656193733215332,6,-18.473873,81.69144
140,executive-order-6985-approving-agreement-between-members-the-division-the-mason.json,0.06255555152893066,31,64.541664,-4.1326504
141,executive-order-12383-amendments-the-manual-for-courts-martial-united-states-1969-revised.json,0.08156418800354004,6,-11.161093,65.358925
142,executive-order-6906-appointment-colonel-frank-p-douglas-member-the-textile-labor.json,0.04511618614196777,28,56.318542,-11.130674
143,executive-order-13512-amending-executive-order-13390.json,0.019264936447143555,12,41.326366,35.224415
144,executive-order-adding-the-malheur-indian-reservation.json,0.021982669830322266,27,-82.17868,-9.326256
145,executive-order-14143-providing-for-the-appointment-alumni-americorps-the-competitive.json,0.09780311584472656,36,33.758587,77.47596
146,executive-order-10081-designation-certain-officers-act-postmaster-general.json,0.018410205841064453,15,36.476707,-10.253264
147,executive-order-10823-coat-arms-seal-and-flag-the-president-the-united-states.json,0.04233598709106445,18,11.629555,9.254265
148,executive-order-9909-exempting-the-district-court-the-united-states-for-puerto-rico-and.json,0.03982949256896973,23,-25.935925,-33.109615
149,executive-order-11306-establishing-the-presidents-committee-rural-poverty-and-the-national.json,0.08214783668518066,42,10.573758,34.4927
150,executive-order-9259-authorizing-the-civil-service-commission-confer-classified-civil.json,0.10787343978881836,35,26.610056,-49.119522
151,executive-order-6470-designating-and-establishing-the-public-works-emergency-housing.json,0.05102968215942383,44,-16.074923,-23.079998
152,executive-order-5886-withdrawal-public-lands-for-resurvey-wyoming.json,0.04599499702453613,24,-81.11533,39.52243
153,executive-order-10797-delegating-the-director-the-bureau-the-budget-certain-authority.json,0.029776334762573242,5,16.62004,1.6069665
154,executive-order-13276-delegation-responsibilities-concerning-undocumented-aliens.json,0.025713443756103516,39,27.667913,-5.960287
155,executive-order-establishing-the-niobrara-reserve-for-the-santee-sioux-tribe-nebraska.json,0.0632326602935791,27,-81.61255,-11.641465
156,executive-order-6022-classification-mr-harry-mcbride.json,0.0395970344543457,21,15.754908,-65.205795
157,executive-order-10090-inspection-income-tax-returns-federal-trade-commission.json,0.03762364387512207,3,73.06562,-53.68167
158,executive-order-9637-medal-for-merit.json,0.025567293167114258,18,33.80075,-22.278072
159,executive-order-10983-designating-the-caribbean-organization-public-international.json,0.03868913650512695,30,67.25038,12.239279
160,executive-order-13964-rebranding-united-states-foreign-assistance-advance-american.json,0.08078765869140625,36,39.038723,64.24662
161,executive-order-11434-relating-the-administration-the-foreign-service-personnel-systems.json,0.03337812423706055,1,-5.8486443,35.45794
162,executive-order-9057-amending-regulations-concerning-foreign-service-pay-adjustment.json,0.0457308292388916,39,-8.589717,-40.647125
163,executive-order-12369-presidents-private-sector-survey-cost-control-the-federal-government.json,0.03954148292541504,42,18.622824,37.125317
164,executive-order-evaluation-and-indian-relocation-bitter-root-valley-reserve.json,0.039788246154785156,27,-83.955864,-10.988662
165,executive-order-12240-nuclear-safety-oversight-committee.json,0.02573227882385254,42,27.978144,28.597517
166,executive-order-7879-amending-section-6-executive-order-no-7845-march-21-1938-prescribing.json,0.028715133666992188,11,2.775697,-35.445194
167,executive-order-13187-the-presidents-disability-employment-partnership-board.json,0.030523061752319336,28,48.822212,39.59997
168,executive-order-13682-closing-executive-departments-and-agencies-the-federal-government.json,0.026538372039794922,8,8.27777,-23.202425
169,executive-order-12978-blocking-assets-and-prohibiting-transactions-with-significant.json,0.07864212989807129,43,-7.1973214,51.621727
170,executive-order-9275-prescribing-additional-regulations-governing-persons-and-vessels.json,0.03180336952209473,7,-35.80167,-4.2100186
171,executive-order-6674-beaufort-south-carolina-abolished-customs-port-entry.json,0.04112696647644043,34,-67.19109,-43.452003
172,executive-order-5942-withdrawal-public-lands-for-resurvey-new-mexico.json,0.027464628219604492,24,-81.28168,15.976879
173,executive-order-12598-victims-terrorism-compensation.json,0.027394533157348633,5,22.649601,5.6230707
174,executive-order-12242-synthetic-fuels.json,0.04743838310241699,41,15.682382,27.627672
175,executive-order-7360-partial-revocation-executive-order-no-6076-march-15-1933-withdrawing.json,0.07102513313293457,24,-75.75554,18.96814
176,executive-order-7263-designating-the-secretary-the-treasury-act-respect-interest-or-claims.json,0.030559062957763672,44,-12.404821,-20.382246
177,executive-order-7934-transferring-the-united-states-housing-authority-custodial-and.json,0.05942559242248535,35,18.573528,-45.022697
178,executive-order-6603-allocation-funds-the-federal-emergency-relief-administration.json,0.02763962745666504,44,-15.043877,-30.045334
179,executive-order-10559-providing-for-the-administration-the-presidents-management.json,0.025618314743041992,5,17.246292,2.0314727
180,executive-order-12468-presidential-advisory-council-the-peace-corps.json,0.03488898277282715,42,29.313484,34.19726
181,executive-order-7886-revocation-executive-order-no-4061-august-12-1924-and-partial.json,0.03783679008483887,24,-75.148315,17.691551
182,executive-order-11733-further-amending-executive-order-no-10122-april-14-1950-entitled.json,0.024320125579833984,1,40.27356,10.766724
183,executive-order-20.json,0.030063390731811523,29,14.915522,-34.16348
184,executive-order-5358-disbursement-funds-committee-the-administration-and-conservation-the.json,0.05446934700012207,44,-37.744095,31.485855
185,executive-order-5166-reserving-certain-described-lands-for-resurvey-california.json,0.02356433868408203,14,-63.90753,3.531135
186,executive-order-8912-transfer-certain-lands-from-the-secretary-the-interior-the-secretary.json,0.025563478469848633,25,-59.37493,41.554028
187,executive-order-7566-exemption-william-m-beaman-from-compulsory-retirement-for-age.json,0.025187015533447266,9,-21.498014,-68.8392
188,executive-order-9757-authorizing-the-appointment-arthur-j-altmeyer-position-commissioner.json,0.023859500885009766,48,72.64765,65.682205
189,executive-order-102.json,0.0234222412109375,2,-60.65553,-16.781279
190,executive-order-12940-amendment-civil-service-rule-vi.json,0.04283928871154785,35,42.76119,-36.01999
191,executive-order-7238-further-exemption-thomas-m-thurston-from-compulsory-retirement-for.json,0.02405381202697754,9,-18.459253,-74.91802
192,executive-order-7741-reservoir-site-restoration-no-17-partial-revocation-executive-order.json,0.027483701705932617,14,-56.646416,1.7412456
193,executive-order-7574-exemption-edward-w-kennard-from-compulsory-retirement-for-age.json,0.024766921997070312,9,-13.654189,-74.02497
194,executive-order-13659-streamlining-the-exportimport-process-for-americas-businesses.json,0.07219529151916504,6,-12.162471,85.62274
195,executive-order-5615-transfer-lands-from-the-st-joe-the-clearwater-national-forest-idaho.json,0.02337503433227539,4,-55.100628,29.901627
196,executive-order-5394-designating-honorable-pedro-de-aldrey-perform-temporarily-the-duties.json,0.021445751190185547,11,-25.800495,-37.01177
197,executive-order-9721-providing-for-the-transfer-personnel-public-international.json,0.03323674201965332,23,23.541824,-39.43619
198,executive-order-9021-modifying-certain-executive-orders-permit-the-leasing-certain-lands.json,0.024085044860839844,10,-74.64036,41.450348
199,executive-order-8773-authorizing-and-directing-the-secretary-war-take-possession-and.json,0.03076314926147461,13,-23.493347,1.1923531
200,executive-order-9064-authorizing-the-governor-the-panama-canal-furnish-certain.json,0.04217076301574707,39,-39.038654,-19.41953
201,executive-order-153.json,0.025716304779052734,20,-49.88657,2.901496
202,executive-order-13429-establishing-emergency-board-investigate-dispute-between-metro-north.json,0.035570383071899414,26,11.782352,60.579475
203,executive-order-14172-restoring-names-that-honor-american-greatness.json,0.048340797424316406,8,41.991493,62.964024
204,executive-order-9311-enlarging-the-squaw-creek-national-wildlife-refuge.json,0.026072978973388672,33,-43.094902,46.88458
205,executive-order-5672-public-water-reserve-no-143-colorado-and-wyoming.json,0.024918556213378906,10,-63.678135,10.798424
206,executive-order-13847-strengthening-retirement-security-america.json,0.05013418197631836,8,40.434074,66.881905
207,executive-order-8855-exempting-certain-positions-from-salary-classification.json,0.02427959442138672,11,9.829001,-43.5815
208,executive-order-119.json,0.024524211883544922,44,-33.39565,-31.844542
209,executive-order-amendments-civil-service-rules-14.json,0.027188539505004883,45,50.43683,-53.59044
210,executive-order-5877-revocation-withdrawal-public-lands-pending-resurvey-colorado.json,0.03801560401916504,49,-74.85009,29.479118
211,executive-order-6931-exemption-thomas-j-brady-from-compulsory-retirement-for-age.json,0.026808500289916992,9,-18.100325,-74.57154
212,executive-order-9022-partial-revocation-executive-order-no-6957-february-4-1935.json,0.031087875366210938,2,-59.389572,-20.854185
213,executive-order-8995-exemption-miss-roberta-l-lindsey-from-compulsory-retirement-for-age.json,0.032469987869262695,19,4.565327,-96.76579
214,executive-order-11478-equal-employment-opportunity-the-federal-government.json,0.057059288024902344,40,31.88419,-33.776234
215,executive-order-9296-amending-paragraph-1-title-ii-executive-order-no-9001-december-27.json,0.04073524475097656,13,-13.285342,-4.4873347
216,executive-order-11713-delegation-functions-concerning-canal-zone-property.json,0.05807614326477051,5,20.697033,-0.62438464
217,executive-order-7035-c-approving-agreement-between-employer-members-the-division-the.json,0.03034496307373047,31,64.131226,-3.335295
218,executive-order-9800-authorizing-the-appointment-mrs-mary-l-hoffman-civilian-position-the.json,0.05740499496459961,48,72.64765,65.682205
219,executive-order-8162-establishing-the-maple-river-migratory-waterfowl-refuge.json,0.032042503356933594,33,-43.995556,50.308308
220,executive-order-36.json,0.03223061561584473,7,-50.09794,17.909576
221,executive-order-6510-mens-clothing-industry.json,0.032791852951049805,31,80.222176,-17.570427
222,executive-order-136.json,0.023403644561767578,0,-39.042057,-33.754616
223,executive-order-11694-creating-emergency-board-investigate-dispute-between-the-port.json,0.03976798057556152,16,82.52277,32.249496
224,executive-order-10641-amending-the-civil-service-rules-adding-rule-viii-appointments.json,0.03695940971374512,35,35.83045,-50.076443
225,executive-order-7875-transferring-certain-land-the-control-and-jurisdiction-the-treasury.json,0.05659151077270508,25,-76.9678,15.923385
226,executive-order-12226-administration-foreign-assistance.json,0.04558849334716797,1,32.834232,22.188435
227,executive-order-8684-establishing-culebra-island-naval-defensive-sea-area-and-culebra.json,0.04761314392089844,7,-36.6669,-2.2807686
228,executive-order-1999-governing-the-inspection-returns-corporations-joint-stock-companies.json,0.048665523529052734,3,70.11992,-46.58173
229,executive-order-6885-amended-code-fair-competition-for-the-builders-supplies-trade.json,0.055695533752441406,31,66.732956,-14.160047
230,executive-order-14075-advancing-equality-for-lesbian-gay-bisexual-transgender-queer-and.json,0.056342124938964844,6,-14.565069,69.29773
231,executive-order-13708-continuance-or-reestablishment-certain-federal-advisory-committees.json,0.04528045654296875,32,28.854946,41.955048
232,executive-order-5475-lake-charles-louisiana-designated-customs-port-entry.json,0.02513718605041504,34,-68.6406,-47.2871
233,executive-order-13758-amending-executive-order-11016-update-eligibility-criteria-for-award.json,0.05395841598510742,18,28.360725,-16.337276
234,executive-order-5181-restoring-certain-reserved-lands-pending-resurvey-and-opening-such.json,0.058966636657714844,49,-74.63974,33.574364
235,executive-order-220.json,0.019891738891601562,37,-43.02579,-58.298878
236,executive-order-8067-establishing-the-carolina-sandhills-wildlife-refuge.json,0.033457040786743164,33,-48.880093,51.222248
237,executive-order-6005-authorizing-the-appointment-mrs-kathleen-m-glancy.json,0.056020498275756836,21,28.534763,-75.678505
238,executive-order-344.json,0.023871898651123047,37,-43.934452,-58.452354
239,executive-order-5756-transfer-lands-from-the-lewis-and-clark-the-helena-national-forest.json,0.07071399688720703,4,-54.07146,31.223812
240,executive-order-14097-authority-order-the-ready-reserve-the-armed-forces-active-duty.json,0.04539942741394043,8,40.869194,40.41389
241,executive-order-9877-functions-the-armed-forces.json,0.04807305335998535,13,-7.5649405,2.25789
242,executive-order-13182-adjustments-certain-rates-pay.json,0.04223346710205078,46,92.19681,0.03870043
243,executive-order-12147-united-states-international-development-cooperation-agency.json,0.06074023246765137,1,17.928963,23.120232
244,executive-order-11635-continuation-souris-red-rainy-river-basins-commission.json,0.037839651107788086,42,4.8447614,37.43044
245,executive-order-7651-modifying-executive-order-june-8-1926-creating-reservoir-site-reserve.json,0.04665088653564453,4,-27.986296,35.45784
246,executive-order-establishing-provisional-court-louisiana.json,0.02833390235900879,0,-31.770756,-44.68778
247,executive-order-9723-termination-the-presidents-war-relief-control-board.json,0.05189394950866699,23,-9.851963,8.472748
248,executive-order-13106-adjustments-certain-rates-pay-and-delegation-federal-pay.json,0.04975581169128418,46,88.76703,1.5060623
249,executive-order-8984-prescribing-the-duties-the-commander-chief-the-united-states-fleet.json,0.06353545188903809,13,-13.693465,-2.5808342
250,executive-order-277.json,0.03249859809875488,39,-37.152977,-24.320185
251,executive-order-334.json,0.06291055679321289,0,-37.222107,-46.54787
252,executive-order-9135-establishing-the-interdepartmental-committee-for-the-voluntary-pay.json,0.07299971580505371,40,0.7936944,8.69709
253,executive-order-309.json,0.034450531005859375,35,38.37758,-44.56808
254,executive-order-6483-code-fair-competition-for-the-motor-vehicle-storage-and-parking-trade.json,0.042517662048339844,31,71.729645,-21.324448
