path,input_tokens,output_tokens,duration,error
executive-order-10122-regulations-governing-payment-disability-retirement-pay.json,1611,124,1.4812231063842773,
executive-order-10123-revocation-executive-order-no-9635-september-29-1945-and-no-9904.json,558,116,1.362982988357544,
executive-order-10126-establishing-airspace-reservation-over-portions-the-district.json,948,116,1.1931772232055664,
executive-order-10128-amendment-executive-order-no-6868-october-9-1934-amended-designating.json,561,96,1.1024818420410156,
executive-order-10127-establishing-airspace-reservations-over-certain-facilities-the.json,1136,128,1.3480091094970703,
executive-order-10125-creating-emergency-board-investigate-dispute-between-the-chicago.json,643,189,1.752354383468628,
executive-order-10129-establishing-the-presidents-commission-migratory-labor.json,1050,112,1.3048408031463623,
executive-order-10124-regulations-governing-the-election-certain-members-and-former.json,995,261,2.2185745239257812,
executive-order-10130-creating-emergency-board-investigate-dispute-between-the-boston.json,651,226,1.8260397911071777,
executive-order-10134-further-extension-the-existence-the-quetico-superior-committee.json,532,133,1.1522862911224365,
executive-order-10131-providing-for-the-investigation-and-report-displaced-pesons-and.json,679,200,1.759230375289917,
executive-order-10137-amending-executive-order-no-10077-september-7-1949-entitled-transfer.json,519,73,0.9935145378112793,
executive-order-10133-designating-the-organization-for-european-economic-cooperation.json,489,206,1.7409546375274658,
executive-order-10132-inspection-income-excess-profits-declared-value-excess-profits.json,605,241,1.968926191329956,
executive-order-10136-further-amendment-executive-order-no-10084-october-12-1949.json,664,183,1.5674312114715576,
executive-order-10135-further-extension-executive-order-no-9898-october-14-1947-amended.json,843,207,1.7697527408599854,
executive-order-10138-creating-emergency-board-investigate-dispute-between-the-toledo.json,656,88,1.0590670108795166,
executive-order-10141-possession-control-and-operation-the-transportation-system-the.json,1597,94,1.1505906581878662,
executive-order-10140-creating-emergency-board-investigate-dispute-between-the-pullman.json,630,191,1.7029528617858887,
executive-order-10143-authorizing-the-appointment-mrs-ruth-edna-mcc-somers-position-the.json,485,131,1.4101998805999756,
executive-order-10139-creating-emergency-board-investigate-dispute-between-the-toledo.json,654,296,2.152343988418579,
executive-order-10146-exemption-william-j-pattersn-from-compulsory-retirement-for-age.json,579,132,1.4798564910888672,
executive-order-10144-amendment-executive-order-no-10062-june-6-1949-establishing-the.json,642,167,1.7121965885162354,
executive-order-10142-creating-emergency-board-investigate-dispute-between-the-braniff.json,652,234,2.214885711669922,
executive-order-10145-extension-enlistements-the-armed-forces-the-united-states.json,572,256,2.214167356491089,
executive-order-10150-creating-emergency-board-investigate-disputes-between-the-atlantic.json,1069,81,1.065307855606079,
executive-order-10148-designation-certain-officers-the-department-commerce-act-secretary.json,627,205,1.6025362014770508,
executive-order-10149-suspending-the-limitations-upon-punishments-for-violations-articles.json,639,153,1.495790719985962,
executive-order-10147-creating-emergency-board-investigate-dispute-between-the-new-york.json,673,256,2.1001179218292236,
executive-order-10153-regulations-relating-certain-travel-time-members-the-uniformed.json,798,99,1.2821009159088135,
executive-order-10152-regulations-relating-the-right-members-the-uniformed-services.json,2751,134,1.5420856475830078,
executive-order-10151-exemption-william-d-hassett-from-compulsory-retirement-for-age.json,543,188,1.695129156112671,
executive-order-10154-designation-certain-officers-the-post-office-department-act.json,533,91,1.2922332286834717,
executive-order-10155-possession-control-and-operation-certain-railroads.json,5482,141,1.5254981517791748,
executive-order-10157-enabling-certain-employees-the-federal-government-acquire.json,844,122,1.4178218841552734,
executive-order-10158-further-amendment-executive-order-no-10084-october-12-1949.json,614,127,1.3975706100463867,
executive-order-10156-designation-certain-officers-the-department-the-interior-act.json,662,215,1.7620434761047363,
executive-order-10159-providing-for-the-administration-the-act-for-international.json,742,108,1.1979117393493652,
executive-order-10162-authorizing-the-appointment-frederick-c-kilguss-the-position-deputy.json,464,98,1.170698881149292,
executive-order-10163-the-armed-forces-reserve-medal.json,988,112,1.2634835243225098,
executive-order-10160-providing-for-the-preservation-records-for-certain-purposes-the.json,926,221,1.9591493606567383,
executive-order-10161-delegating-certain-functions-the-president-under-the-defense.json,5449,202,2.0047409534454346,
executive-order-10167-prescribing-or-amending-portions-the-selective-service-regulations.json,6549,103,1.1210615634918213,
executive-order-10164-extension-enlistments-the-united-states-coast-guard.json,602,169,1.6131360530853271,
executive-order-10166-establishing-the-national-advisory-committee-the-selection-doctors.json,911,158,1.562467098236084,
executive-order-10165-creating-emergency-board-investigate-dispute-between-the-railway.json,669,221,1.840052843093872,
executive-order-10168-regulations-relating-the-right-enlisted-members-the-uniformed.json,1445,129,1.383967399597168,
executive-order-10169-establishing-the-national-advisory-committee-mobilization-policy.json,619,98,1.19643235206604,
executive-order-10170-amendment-executive-order-no-10082-october-5-1949-prescribing.json,666,106,1.3279213905334473,
executive-order-10173-regulations-relating-the-safeguarding-vessels-harbors-ports-and.json,3089,88,1.0801708698272705,
executive-order-10171-transferring-occupation-functions-austria-the-department-state.json,898,150,1.5415904521942139,
executive-order-10175-amending-executive-order-no-7908-june-9-1938-and-executive-order-no.json,941,77,1.0737481117248535,
executive-order-10174-further-amendment-executive-order-no-10084-october-12-1949.json,628,95,1.1584129333496094,
executive-order-10172-designating-the-certifying-authority-with-respect-the-amortization.json,579,282,2.054347038269043,
executive-order-10178-reserving-certain-real-and-personal-property-guam-for-the-use-the.json,1690,92,1.2116689682006836,
executive-order-10177-amendment-section-1-executive-order-no-9778-september-10-1946.json,778,134,1.431058645248413,
executive-order-10179-establishing-the-korean-service-medal.json,611,98,1.2475674152374268,
executive-order-10176-suspending-certain-statutory-provisions-relating-employment-the.json,547,250,1.9683797359466553,
executive-order-10181-delegating-the-director-the-bureau-the-budget-the-function.json,472,147,1.3391478061676025,
executive-order-10180-establishing-special-personnel-procedures-the-interest-the-national.json,1186,134,1.6375737190246582,
executive-order-10183-making-certain-changes-internal-revenue-collection-districts-the.json,622,141,1.319983959197998,
executive-order-10185-amendment-executive-order-no-10166-october-4-1950.json,651,74,1.025116205215454,
executive-order-10184-transferring-certain-land-comprising-portion-the-arecibo-coast-guard.json,799,140,1.4174396991729736,
executive-order-10182-providing-for-the-appointment-certain-persons-under-the-defense.json,1845,292,2.3357186317443848,
executive-order-10188-designating-the-honorable-luis-negron-fernandez-acting-judge-the.json,563,78,1.1388225555419922,
executive-order-10187-amendment-executive-order-no-10011-october-22-1948-amended.json,699,124,1.5642602443695068,
executive-order-10186-establishing-the-federal-civil-defense-administration-the-office-for.json,1555,159,1.641603946685791,
executive-order-10190-prescribing-regulations-relating-new-trials-courts-martial-and-other.json,1836,109,1.1167030334472656,
executive-order-10191-extension-trust-periods-indian-lands-expiring-during-the-calendar.json,592,104,1.255908489227295,
executive-order-10192-amendment-executive-order-no-10129-june-3-1950-entitled-estblishing.json,453,71,0.9397342205047607,
executive-order-10189-amendment-executive-order-no-4601-march-1-1927-prescribing.json,1007,157,1.7159652709960938,
executive-order-10193-providing-for-the-conduct-the-mobilization-effort-the-government.json,833,104,1.456289291381836,
executive-order-10194-establishing-the-federal-safety-council.json,1070,112,1.3291282653808594,
executive-order-10195-designation-korea-and-waters-adjacent-thereto-combat-zone-for-the.json,681,138,1.3315513134002686,
executive-order-10197-directing-the-secretary-commerce-exercise-security-control-over.json,523,95,1.139711856842041,
executive-order-10196-amendment-executive-order-9805-prescribing-regulations-governing.json,2324,155,1.533290147781372,
executive-order-10199-authorizing-the-secretary-agriculture-make-without-the-approval-the.json,470,127,1.2744505405426025,
executive-order-10198-exemption-paul-walker-from-compulsory-retirement-for-age.json,559,130,1.347353219985962,
executive-order-102.json,429,141,1.4658315181732178,
executive-order-10201-attaching-the-virgin-islands-the-internal-revenue-collection.json,452,99,1.1692721843719482,
executive-order-10200-establishing-the-defense-production-administration.json,2274,123,1.4237189292907715,
executive-order-10202-prescribing-or-amending-portions-the-selective-service-regulations.json,6029,141,1.5109837055206299,
executive-order-10204-prescribing-regulations-governing-the-payment-basic-allowances-for.json,1232,145,1.4584791660308838,
executive-order-10205-amending-executive-order-no-10182-relating-the-appointment-certain.json,743,128,1.3811054229736328,
executive-order-10206-providing-for-support-united-nations-activities-directed-the.json,862,109,1.362459659576416,
executive-order-10203-creating-emergency-board-investigate-dispute-between-the-american.json,640,162,1.7362780570983887,
executive-order-10208-providing-for-the-administration-the-yugoslav-emergency-relief.json,590,93,1.2040138244628906,
executive-order-10207-establishing-the-presidents-commission-internal-security-and.json,977,147,1.6220462322235107,
executive-order-10209-amending-executive-order-no-8557-september-30-1940-entitled.json,525,132,1.5243501663208008,
executive-order-10212-transferring-the-use-possession-and-control-certain-lands-and-rights.json,3673,81,1.1066076755523682,
executive-order-10210-authorizing-the-department-defense-and-the-department-commerce.json,2111,121,1.4395463466644287,
executive-order-10213-including-certain-lands-the-nantahala-and-cherokee-national-forests.json,20058,86,1.351689100265503,
executive-order-10211-placing-operation-the-provisions-section-31-the-organic-act-guam.json,657,147,1.5513856410980225,
executive-order-10215-exemption-arthur-quinn-from-compulsory-retirement-for-age.json,536,113,1.2818615436553955,
executive-order-10214-prescribing-the-manual-for-courts-martial-united-states-1951.json,64230,148,2.019972801208496,
executive-order-10219-defining-certain-responsibilities-federal-agencies-with-respect.json,2130,107,1.2168149948120117,
executive-order-10216-extension-the-provisions-part-i-executive-order-no-10210-february-2.json,733,237,1.8527193069458008,
executive-order-10220-authorizing-the-appointment-stanley-c-wollaston-competitive-position.json,448,104,1.2110438346862793,
executive-order-10221-providing-for-the-administration-disaster-relief.json,734,102,1.2893242835998535,
executive-order-10217-amending-paragraph-1c-executive-order-no-10157-august-28-1950.json,577,263,2.0941789150238037,
executive-order-10223-further-providing-for-the-performance-certain-functions-under-the.json,591,91,1.134610891342163,
executive-order-10218-establishing-airspace-reservation-over-the-las-vegas-project-las.json,683,265,2.256077527999878,
executive-order-10225-exemption-bernice-pyke-from-compulsory-retirement-for-age.json,565,103,1.167701005935669,
executive-order-10222-providing-for-certain-transfers-the-federal-civil-defense.json,616,212,1.8878910541534424,
executive-order-10224-establishing-the-national-advisory-board-mobilization-policy.json,817,116,1.2593259811401367,
executive-order-10226-regulations-relating-the-safeguarding-vessels-harbors-ports-and.json,2004,119,1.278235912322998,
executive-order-10227-extension-the-provisions-part-i-executive-order-no-10210-february-2.json,700,133,1.4234752655029297,
executive-order-10228-designating-the-inter-american-defense-board-public-international.json,468,151,1.3466839790344238,
executive-order-10229-exemption-hugh-h-bennett-from-compulsory-retirement-for-age.json,561,146,1.362546443939209,
executive-order-10232-amending-the-selective-service-regulations.json,2286,124,1.2698938846588135,
executive-order-10231-extension-the-provisions-part-i-executive-order-no-10210-february-2.json,699,118,1.378079891204834,
executive-order-10233-amending-executive-order-10161-with-respect-wage-stabilization-and.json,1618,134,1.4816899299621582,
executive-order-10230-amending-the-selective-service-regulations.json,1331,184,1.8250081539154053,
executive-order-10235-establishing-seal-for-the-economic-stabilization-agency.json,544,156,1.2731428146362305,
executive-order-10236-amendment-executive-order-no-10129-june-3-1950-establishing-the.json,493,96,1.1143443584442139,
executive-order-10234-transferring-certain-lands-from-the-department-agriculture-the.json,4777,177,1.7810428142547607,
executive-order-10237-making-the-provisions-the-act-august-26-1950-public-law-733-81st.json,563,198,1.5002861022949219,
executive-order-10241-amending-executive-order-no-9835-entitled-prescribing-procedures-for.json,575,69,0.9957623481750488,
executive-order-10238-making-certain-changes-the-customs-field-organization.json,600,170,1.7896831035614014,
executive-order-10240-regulations-governing-the-separation-from-the-service-certain-women.json,796,207,1.752666711807251,
executive-order-10242-prescribing-regulations-governing-the-exercise-the-federal-civil.json,2234,140,1.5423343181610107,
executive-order-10244-designating-the-secretary-state-and-the-attorney-general-the.json,919,152,1.553093671798706,
executive-order-10245-establishing-commission-for-the-commemoration-the-one-hundred-and.json,831,97,1.1512651443481445,
executive-order-10239-exemption-howell-cone-from-compulsory-retirement-for-age.json,552,312,2.4717166423797607,
executive-order-10246-transferring-the-use-possession-and-control-certain-land-from-the.json,975,156,1.4738454818725586,
executive-order-10243-extension-the-provisions-part-i-executive-order-no-10210-february-2.json,775,246,2.1220569610595703,
executive-order-10248-transfer-certain-lands-from-the-sacramento-california-land-district.json,1186,83,1.076056957244873,
executive-order-10249-prescribing-regulations-with-respect-foreign-service-reporting.json,853,137,1.4822750091552734,
executive-order-10251-suspension-the-eight-hour-law-laborers-and-mechanics-employed-the.json,903,122,1.33357572555542,
executive-order-10250-providing-for-the-performance-certain-functions-the-president-the.json,2740,131,1.4432783126831055,
executive-order-10252-attaching-the-canal-zone-the-internal-revenue-collection-district.json,452,121,1.4104855060577393,
executive-order-10253-providing-for-the-improvement-the-work-federal-executive-agencies.json,1188,137,1.3328335285186768,
executive-order-10255-further-exemption-claude-l-draper-from-compulsory-retirement-for-age.json,601,129,1.3120369911193848,
executive-order-10254-terminating-the-philippine-alien-property-administration-and.json,934,153,1.6300952434539795,
executive-order-10247-suspending-the-limitations-upon-punishments-for-violations-articles.json,597,358,2.879164934158325,
executive-order-10256-amendment-paragraph-126e-the-manual-for-courts-martial-united-states.json,606,123,1.224463939666748,
executive-order-10258-amending-the-selective-service-regulations.json,1956,117,1.3341689109802246,
executive-order-10261-amendment-executive-order-no-10000-september-16-1948-prescribing.json,901,98,1.1732728481292725,
executive-order-10260-designating-certain-agencies-pursuant-section-103-the-renenogiation.json,603,182,1.4986498355865479,
executive-order-10257-amendment-executive-order-7397-june-20-1936-amended-establishing-the.json,764,262,2.010236978530884,
executive-order-10259-delegating-the-secretary-state-the-authority-vested-the-president.json,498,206,1.7493953704833984,
executive-order-10264-transfer-the-administration-american-samoa-from-the-secretary-the.json,955,97,1.127573013305664,
executive-order-10263-transfer-the-panama-canal-the-waterway-together-with-facilities-and.json,1661,124,1.349963665008545,
executive-order-10265-transfer-the-administration-the-trust-territory-the-pacific-islands.json,1206,106,1.1826179027557373,
executive-order-10262-suspension-professional-examinations-for-promotion-medical-dental.json,496,274,2.227569103240967,
executive-order-10267-declaring-certain-lands-the-nantahala-national-forest.json,985,128,1.4018993377685547,
executive-order-10269-delegating-the-director-defense-mobilization-the-authority-the.json,569,126,1.3206870555877686,
executive-order-10268-restoring-certain-lands-comprisings-portions-the-fort-ruger-miltary.json,1016,142,1.4301519393920898,
executive-order-10272-delegating-the-secretary-the-army-the-authority-the-president.json,635,66,0.9914820194244385,
executive-order-10266-suspension-certain-provisions-the-officer-personnel-act-1947-amended.json,713,193,1.7716758251190186,
executive-order-10270-extension-enlistments-the-armed-forces-the-united-states.json,776,201,1.8833518028259277,
executive-order-10273-exemption-herbert-e-gaston-from-compulsory-retirement-for-age.json,515,112,1.2940647602081299,
executive-order-10274-further-amendment-executive-order-no-9805-prescribing-regulations.json,561,128,1.413163423538208,
executive-order-10271-delegating-the-authority-the-president-order-members-and-units.json,669,290,2.385075330734253,
executive-order-10275-inspection-income-excess-profits-declared-value-excess-profits.json,676,139,1.3751890659332275,
executive-order-10276-administration-the-housing-and-rent-act-1947-amended-and-termination.json,1188,139,1.3310527801513672,
executive-order-10277-amending-regulations-relating-the-safeguarding-vessels-harbors-ports.json,1359,112,1.3818871974945068,
executive-order-10278-withdrawing-from-appropriation-the-phosphate-reserved-the-united.json,616,157,1.5425975322723389,
executive-order-10280-separation-officers-the-public-health-service-grounds-disloyalty.json,784,125,1.2288939952850342,
executive-order-10279-inspection-income-excess-profits-declared-value-excess-profits.json,668,198,1.7846157550811768,
executive-order-10281-defense-materials-procurement-and-supply.json,3358,113,1.2961421012878418,
